reviews,label
Sangat nyaman belanja di shopee tapi kalau belanja kenalpot sepeda motor banyak yg pas,__label__5
Apk nya bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Et Tapi Hayu Kayu Palele palele ko!!!!!!!!!!!!!,__label__3
Belanja di shopee memang memuaskan barang selalu sesuai dengan deskripsi,__label__5
Dengan shopee segalanya jadi mudah.  Terutama shopeefoodnya gak sempet masak tinggal klik shopeefood 😅👌,__label__5
"Beri dong hadiah tau kejutan yg lhir bln d tgl sama,sebagai hadiah ulang tahun org yg tak pnya d g bs merayakan,,s,kan dermawan byk kluarkan hadiah,,sya tnggu ya kejutan hadiahnya biar sya bs merasakannya ,makasih,,Suses trs,,,",__label__3
"Saya mohon untuk team shoppe akun saya yang di non aktipkan ,mohon aktipkan kembali ,karena saya masih punya pembayaran yang belum tuntas di shoppe pay later ,username shoppe saya dikislametpriadi .  Hormat saya",__label__3
"cara masukin hadiah uang tunai sebesar 2jt ke shope pay gimana ya, itu hadiah resmi dari shope gk cih tolong di kondisikan",__label__3
Sinyal  tp kok lemot buka aplikasinya,__label__1
"Saya suka belanja d Shopee,  barangnya bagus,  original dan bebas ongkir",__label__5
"ini shopee saya knp ya kak, tiap mau login gabisa.  Ada note ""jaringan bermasalah"" terus, pdhl jaringan saya aman""aja ga lemot ga apa",__label__3
"Aplikasinya sih   , cm kesel aj beli jam tangan ORI merk Guess di Toko Shopee Mall tp plastik pembungkus sekaligus pelindung d strapnya ud ga ada,mika anti gores di kacanya jg ud ga ada.Ud protes tp shopee malah menolak,dan menyarankan agar lain kali kl beli menyamakan persepsi dl dgn penjual 🤣 normalnya itu namanya beli baru, apalagi bermerk ya bungkusnya hrs msh utuh lah,kcuali barang second, br sy ga protes. Pembungkus itu kn sbg pelindung sekaligus jaminan bahwa barang masih benar2 baru",__label__1
"Selama ini oke,  pengiriman cepat.  Karena sy juga baru aktif di shopee",__label__5
"Aplikasi memudahkan untuk berbelanja. aku sangat suka aplikasi ini ,  saya tetap memilih shopee",__label__5
"Di verrsi android 11 bagi pengguna dgn hambatan penglihatan/tunanetra,menu shopee food sangat tdk akses,buat searching lokasi&resto ga bisa. Terus setiap menambahkan menu ke keranjang,selalu ada tulisan terjadi kesalahan. Mohon tindak lanjutnya",__label__1
Aplikasi lama banget masuknya,__label__1
"Shopeenya OK cuma YANG SANGAT TIDAK OK PATNER JASA PENGIRIMANYA J&T. . . sangat lambat cs J&T kaya TAI semua. . . tidak ramah ditlp ga pernah diangkat harus didatangi kekantornya,sangat tidak masuk akal barang posisi sudah BKI GATEWAY BEKASI dan akan dikirimkan keBEKASI makan waktu 1hari. . . !!!padahal perjalanan cuma 5mnt,ini orang J&Tnya pada ngapain. . . . . ALANGKAH LEBIH BAHAGIANYA KLO PIHAK SHOPEE BERHENTI MEMEKAI JASA J&T!!!cape nggunya!!!",__label__3
Tingkat kan lagi supaya pembeli nyaman suka.  Trutama vhoucer gratis ongkir nya😁,__label__5
  gratis ongkir minimal rupiah minimal belanja ribu ribu asik,__label__3
"ga ngerti lagi sama shopee sekarang , dapet klaim gratis ongkir, pas di gunain gaada keluar gratis ongkirnya, berulang2 di coba tetep aja kena ongkir, padahal jelas2 dapet voucher gratis ongkir ada banyak . . .  tolong lah diperbaiki lagi, drpd banyak yg beralih belanja ke laza*a yg sekarang lagi jelas2 bnyk gratis ongkirnya . .  sayang banget jika harus ninggalin shopee , padahal udh lama jd pengguna shopee",__label__3
"Mantap pokonya terbantu dengan adanya shoppy. mudah""an nanti dapet undiannya aminn. 😊",__label__5
"Ga suka sejak harus pakai shopeepay buat gratis ongkir.  Udah gitu kebanyakan biaya penanganan.  Dapat koin 23. 000 biaya penanganan juga 23. 000 padahal belanja ampe jutaan.  Mending toko sebelah deh, dapat cashback meskipun cuma 5%, langsung dapet gratis ongkir",__label__3
  layan jelek paket sesuai estimasi barang jalan paket amburadul beranta sobek pakai jasa  ekspres kurir malas paket paket rusak,__label__1
Gampang cari produk yg lebih murh,__label__5
tempat favorit aku belanja no   tinggal tunggu d rmh barang datang,__label__5
Shopee luar biasa lanjutkan untuk lebih baik lagi dan terus berkembang,__label__5
  bulan belanja checkout  tagih alibi loyalty,__label__5
  senang belanja  aplikasi shoppy update baru kesan gimana gitu,__label__5
"Saya sudah update aplikasi nya berkali kali, saya install dn uninstall, trs install lagi. .  Tapi tetap saja lemot banget, cache nya pun sudah saya hapus. .  Memory pun cukup. .  Tolong di perbaiki dong.  Terima kasih",__label__3
sekali lagi terimakasih shopee saya senang belanja disini banyak diskon dan free ongkir hingga belanja bulanan dishopee 😁🙏🙏🙏👍🥰,__label__5
"Shopee kenapa sih mau kasih nilai untuk toko tempat kita belanja susah bgt? Selalu tiba2 keluar apk, padahal memo gk penuh, dan udah di update tp NORAK BGT. Kasian tokonya butuh penilaian juga. Takut rugi ngasih koin yaa shopee HAHAHA Udah chekout pulsa data berkali2 sampai 6 kali kenapa dananya selalu dikembalikan bukannya diproses? Tiba2 dana dikembalikan tanpa ada keterangan kesalahannya dimana. Makin aneh aja aplikasi ini",__label__1
  belanja gampang,__label__5
Pelayanan shoppepaylater sangatlah sulit .,__label__1
"syarat untuk aktifkan shopeepaylater itu kan 17 tahun, kenapa pas daftar harus 18 tahun??",__label__3
"Masih ada barang yg datang tidak sesuai dng barang yg pilih yg ditampilkan di Shopee, tolong untuk toko2 tsb di kasih peringatan, JANGAN KECEWAKAN PEMBELI walaupun ada fasilitas untuk di kembalikan, itu bukan solusi (sudah rugi nunggu wakru dan tidak sesuai dng harga, untuk korbankan waktu birokrasi masalah tersebut, INTINYA KALAU YG DI BELI ITU WARNA MERAH TUA, YG DATANG YA MERAH TUA, JANGAN MERAH MUDA (walaupun sama2 merahnya, tapi kan sudah tidak sesuai dng pesanan) IMPROVED",__label__3
"Banyak error dan bug, astagaa",__label__1
"dulunya seneng banget pake shopee.  sampe sekarang juga masih pake.  tapi lama kelama lamaan makin dikit promonya.  potongan gratis ongkir yang tadinya 20k sekarang jadi 10k.  vouchernya juga dulu setiap waktu bisa dipake, sekarang ada limit perharinya.  kalo barangnya butuh secepatnya masa harus nunggu 3 hari kemudian baru bisa di checkout pake vouchernya:( belum lagi kalo barangnya habis.  semoga bisa kembali seperti dulu membuat reseller nyaman❤thanku shopee❤",__label__3
Ini g bisa log in gimana deh . CS g ada yg bisa ngasih solusi.,__label__1
Koneksi lambat sekali.  Mau klik bayar sekarang loading trs padahal paket data saya masih.  Saya alihkan ke wifi jg sama aja loading trs.  Gmn sih.  Kalo sampe malam masih loading dan lemot ya saya cancel ajalah,__label__3
"Kenapa shopeepaylater saya ditarik,pdhl saya telat cuma dua kali karna emang lupa kata sandi akun shopee saya. .  Tapi setelah itu pembayaran saya tidak pernah telat. .  Tidak ada alasan jelas kenapa ditarik",__label__3
"Apakah apl saya yang eror atau bagaimana,tombol buat pesanan tidak merespon,mohon penjelasannya",__label__3
"Tidak ada proteksi pembayaran COD, tidak ada pin, sangat beresiko salah pencet, dan yg lebih berbahaya saat anak2 melakukan transaksi tanpa sepengetahuan orang tua, tiba2 barang COD datang. Sangan merisaukan.",__label__1
Terima kasih kebutuhan yang saya butuhkan ada dalam genggaman tangan lewat aplikasi shopee🙏,__label__5
"tolong dong hargai dan jaga privasi customer terutama untuk shopeemall yang tokonya harus menyertakan video unboxing dan foto resi pengiriman.. masa nomor ponsel customernya sampek bocor ke pihak luar? bahkan akun saya dinonaktifkan sama mereka.. kalo udah gini saya yang rugi.. dikirim via chatt ga mungkin kebaca, disertakan di review malah bocor..",__label__1
"Aplikasinya bagus, tapi lemot pake banget udh instal ulang pdhl ya tetep aja lemott.  Untuk seller/toko dlm shopee ini ada yg ga jujur/aman juga.  Pdhl banyak yg beli, apalagi skrg folls shopee dan rate jualan shopeenya ada yg jual(berapa ribu per rate itu aku gatau intinya bisa di beli rating pembelinya kan bhaya itu:( meresahkan warga).  Trus sering bgt yg barang ga full/ada yg gada gitu, respon shopee sih bagus tpi penjualny engga.  Syukur udh video unboxing(tpi ini nyusahin)",__label__3
Saya kcwa btl sma sopee...akun tomiyanto gara3 slh pin...lgsunh dbekukan...trs suruh nungu 1x24 jm...sdh 3x24jm tp pihak sope gk ada konfirmasi lwt hp yg trdaftar...saldo pdhl msh 129rb....mhon sope fast respon,__label__1
Pembayaran eror....,__label__1
Sangat puas sekali dan sangat2 membantu terima kasih banyak shopee. ,__label__5
"Promo kok ngeprank Aplikasi berat, banyak penipuan. Pihak shopee gak tanggung jawab, lepas tangan kalo ada masalah sama pembeli. Beli hp jutaan dikirimnya kardus kosong. Malu tuh sama label official. Daripada gonta-ganti BA bakar duit mending benahin dulu sistemnya.",__label__1
Aplikasi online yang sangat bagus dengan harga terjangkau 👍🏼 respon cepat dan mempermudah sekali,__label__5
Maap sebelumnya saya pengguna baru shopee di menu shopee ada barang gratis yang shopee tawarkan ke pengguna baru Setelah saya coba ternyata gak bisa ada tulisan maap chekout gagal ( f05 ) Semua barang kaya gitu Semoga pihak shopee bisa menjelaskan Terima kasih 🙏,__label__3
Setiap flash sale mesti lag,__label__1
"Haii, aku kasih bintang 3 yya ! Alasan knp aku kasih bintang 3 karena setiap kali melihat jenis produk selalu loading lama atau foto produk hilang secara tiba-tiba, aku mau ganti username akun but kata agent shopee engga bisa ; - ; username aku buluq banget plz, and for last why shopee g banyak kasih voucher gratis ongkir lagi? Plz, ongkir ditempat aku mahal banget 😭 aku harap pihak shopee perbaiki performa Shopee kayak dulu!",__label__3
"Pernah di kecewakan,",__label__1
"Akhir² ini shopee payah bgt , q udh berlangganan di shopee sejak lama & baik² aja , nth kenapa akhir² ini ongkir lebih mahal dr pd harga barang it sndiri , misal harga barang 10rb,, ongkir nya 15rb ,,pdhl kalau di pikir untk belanja barang bs 2x lipat kn seharus nya..trs kalau dulu jasa kirim nya bisa di pilih & ad bberapa lh, klau sekarang ngk ad pilihan & cm ad 1 doang , mka nya belanja mikir² bgt ni , y mudah² an ngk pd lari lh ke market sebelah..",__label__1
"Masa aku ngga pesen apa"" tp ko tiba tiba udh kekirim si",__label__1
"UI masih suka Stuck di white screen pas mau Load ke Halaman Seller dan Pengiriman ( Tolong Jangan Salahin Koneksinya karena Si Ijo, Si Merah Aman aman saja ) UI Berat : Tolong di Pisahin dong App Khusus Buyer dan Seller, masa perusahaan besar gak bisa buat app terpisah. Kode Booking JNE selalu selalu dan selalu pending.",__label__1
Buagus banget aplikasi ini .........,__label__1
Shopee belanjanya enak dan nyaman tidak rusak dan bagus dan i,__label__3
Mantapss selalu benar dari pesanan pengiriman sampe barang barangnya belum pernah di  in sama apk ini,__label__5
Kebanyakan update,__label__1
"Saya belanja di Shopee. . . . tertera ""gratis ongkir"". ?. .  dan setelah dilanjutkan dg dipesannya barang tsb msh juga terkena ongkir. . . . bingung sy dibuatnya. . . kalau mau membuat pembeli senang belanja di Shopee. . . . buatlah pesan kata ""GRATIS"" itu yg mudah dipahami dan dimengerti oleh calon pembeli. . . . banyak teman"" dan Saudara sy belanjanya lari ke online sebelah. . . proses pesannya tdk berbelit"" lbh mudah. . . . . .  Terimakasih",__label__3
"Katanya donlod sopi dapat hadiah token, mana bohong",__label__1
Bisa membuat aplikasi fress lg,__label__5
"Udah langganan lama, tp gabisa aktifin spaylatter.  Katanya harus isi saldo shopeepay dulu tp pas udah isi saldo ttp aja gabisa😣",__label__3
"Belanja barang ori,  harga bersaing,  pengiriman cepat hanya d Shopee",__label__5
"Shopee absurd,ada apa dengan dirimu🤧,my be my money and my time for you.  🤓Hey saya tidak mempermasalahkan biaya tapi masalahnya voucher itu 🥲enak loh doet voucher jadi kebuang sia"" gegara paket ga nyampe"" banyak aja alesannya udah kaya mantan yg mau ninggalin🤧🥲 au ah nyesek",__label__3
Belanja mudah dan aman,__label__5
Info status barang yg kita order jelas posisi nya. dan lebih praktis penggunaan programnya,__label__5
Aplikasi lemot tidak bisa membayar,__label__1
"Saya pesan sesuatu di shopee,dan saya bayar di alfamart,dan besok hari nya pesanan saya di batalkan oleh pembeli dan akan pengembalian dana,tapi kayak gimana yah?,saya bingung untuk mengambil uang saya kembali,karena saya merasa rugi:(,maklum baru nyoba shopee",__label__3
Tolong dong di bantu mau buka aplikasinya susah. . keluar terus terusan apa akun saya di blokir apa gimana? Padahal udah di dowload ulang tapi masih tetep aja gk bisa buka aplikasi shopee nya. . padahal saya lagi nunggu orderan paket jadi susah mau lacak paket posisi dimana. ,__label__3
Sangat baik kualitas barang nya,__label__5
Kok ga bisa beli ip pas flash sale 2.2nya pdhl udah nungguin eh tiba²stok udh habis pdhl tdi masih 1,__label__1
"produk nya selalu sesuai yang di tawarkan toko, , Amanah, , jaya selalu shopee, , 👍",__label__5
Shopee foodnya knp gk bisa2 sih mau klik bayar aja susah gk muncul2 jg nyusahin bbgt pdahal q udah isi saldo . Sia2 bngt anjir ngisi shopepay gk bs di pakai.,__label__1
"Ini shoppe knpa ya,  beberapa hari setiap bula aplk selalu keluar sendiri . ",__label__5
Shopee please..Jangan lagi kerjasama atau memakai ekspedisi anteraja. Ekspedisi terburuk sepanjang sejarah e-commerce. Merusak citra shopee yg  jadi jelek. Kurir anteraja sering bgt gak menyampaikan paket saya hingga ke alamat penerima. Dan bahkan paket saya sampai hilang tanpa adanya pertanggung jawaban. Kasian seller dan buyer shopee lah. Sama2 dirugikan.,__label__1
"Mending shopee express standar tutup aja, lemot banget perasaan, atau paling tidak jasa kirim bebas pilih jangan otomatis, kebanyakan mall ngirim pake shopee expres yang super lemot",__label__3
"Aplikasinya bagus,tapi entah kenapa ada banyak toko yg enggak bertanggung jawab karena barangnya diterima rusak. saya udh kirim foto produk malah gk sepakat penjualnya. tolong shopee laporkan aja toko hobias,dia tidak bertanggung jawab atas kerusakan produk,di deskripsi dia katanya ada garansi tapi saya gk dikasih garansinya,malah dia bilang gk sepakat",__label__3
"Baru pertama order barang di shopee,padahal udah transfer sukses,tp knapa sya liat di pesanan kok tulisannya masih belum bayar ya,kira kira pengaruh nggak ya,takut kalo barang ngga sampai,mohon penjelasannya kak trimakasih",__label__3
Di upgrade malah loading trs. .  Jd mls buka nya. .  Jgn smpai pindah ke lain hati nih gara2 buka aplikasinya klamaan. .  Buka home gk bisa. .  Buka keranjang gk bisa. .  Gmn mo blanja. .  Klo buka aplikasi lain gk mslh. .  Pas buka shopee gk kbuka2. . ,__label__3
Shopie ongkir nya selangit beda sama aplikasi lazada,__label__1
Pesanan selalu cepat dan simpel,__label__5
Sulit menambah alamat baru karena hrs konfirmasi lokasi.  Bagaimana bila pesan utk org lain.  Tertulis alamat tdk sesuai.  Padahal ada nomer telp.  Dan jasa layanan expedisi pasti saat mengantarkan konfirmasi dulu via telp atau chat.  Saya tidak bisa belanja lagi,__label__3
𝙺𝚎𝚗𝚊𝚙𝚊 𝚜𝚞𝚜𝚊𝚑 𝚍𝚒 𝚞𝚙𝚐𝚛𝚊𝚍𝚎,__label__3
"Sekelas shoppe gitu,tapi makin di update makin bobrok",__label__1
"hmm kadang masi suka macet, apalagi pas ada big sale atau promo.  apalagi macam acara 11. 11 kemaren kan disana rebutan ya eh malah macet.  kalo dibilang masalah jaringan engga juga si, soalnya buka aplikasi lain lancar kok pas di shoope nya aja yang nge-lag.  tapi overall untuk aplikasi olshop shoope tampilannya paling oke👍",__label__3
Banguus banget aplikasinya sangat sangat membantu.  Ga nyesel de pake shopee,__label__5
  bantu barang takut tipu belanja  jamin aman,__label__5
  produk bagus sesuai gambar,__label__5
"Suka dgn barang""nya dan ongkirnya murah, hanya saja kurirnya kurang suka😁 Mkasih shoope🥰😘😘",__label__5
Kecewa shoppepay letter limit nya gak balik padahal sudah gak ada tagihan,__label__1
Kenapa ya belanjaan sy tidak bisa masuk ke keranjang malah langsung ke menu checkout? Mau pesan warna yg berbeda jd gak bisa harus satu2 checkoutnya 🤨.  Sudah ngikutin saran hapus chace msh aja gak bisa. ,__label__3
"Sering ada masalah saat mengupload bukti transaksi.  Pd saat klik bayar sekarang, selalu saja connecting ga selesai2.  Pdhl saat yg bersamaan, klik sistem yg lain lgsg bisa.  Sy jg bisa upload foto lewat chat dgn Penjual.  Dampaknya, bbrp kali Kiriman hrs Keasikan Harinya krn bukti transaksi baru berstatus sent dari shopee. ",__label__3
Ribet mau login gagal mulu verifikasi wajah,__label__1
Sangat membantu aplikasi ini,__label__5
Makin betah belanja di shopee bnyk promo voucher gratis ongkir pokoknya puas belanja di shopee trm ksih SHOPEE,__label__5
5 kali login gak bisa masuk.payah,__label__1
Aplikasi nya sekarang sangat berat,__label__1
Sangat puas belanja dshopee. memudahkan belanja sesuai dengan kebutuhan,__label__5
"Aplikasi nya bagus banget,  jadi enak buat belanja,  pokoknya harus download deh biar gak nyesel",__label__5
"Puya toko di shopee dengan ikut program Casback Xtra , jualan Elextronik sperti HP, sejak April tgl 1 gak pernah Laku sama sekali sampek hari ini,, rasaya seperti kuburan, harga padahal sudah saya samain seller sedaerah , seller"" besar dan mengikuti Harga pasar,, terupdat.  Padahal Admin shopee naik 2x lipat. ",__label__3
"Pesan brg gk sampai2, padahal sdh bayar, shopee sakit",__label__1
"Dengan Shopee,  harga lebih murah banyak promo pokoknya good shopping deh semuanya thanks 😊👍🙏",__label__5
Jgn pake aplikasi shopee spaylater/spinjam tidak bisa proses pelunasan sekaligus dan nnti bisa mengakibatkan proses apapun di bank bermasalah,__label__1
"Lovee you shopee!!!😭 Tpi satu pesan aku klo COD Jan mahal2 lah biaya penanganan nya,  kasian aku hahahhaah!",__label__5
Jasa pengiriman gak bisa pilih sendiri barang jadi lama sampe disini gak semua jasa pengiriman ada tolong d koreksi lagi untuk jasa kirimnya,__label__3
Tiba2 kok udah gak ada gratis ongkir lagi y.  Gimana cara nya biar bisa dpt gratis ongkir lagi,__label__5
"Sekarang aku malas belanja di shopee krn : 😠 Waktu banyak terbuang.  Harga tampilan beranda bukanlah harga & barang riil melainkan bagian dari barang yg ditawarkan.  Misal : redmi note 7 1500000.  Setelah kita touch.  Ternyata berbagai macam redmi dan bervariasi macam harga.  😠 ONGKIR GRATIS lebih banyak anggauta shopee pay, bukan pembeli umum. . . ",__label__3
Minimal belanja udah naik😠,__label__1
Sekarang shopee setelah diupdate jadi lelet banget.  Mau nambah variasi produk aja gagal terus.  Banyak bug nya.  Apa karena pake hape rilisan thn 2018? App shopee sekarang harus pake hape dg model baru apa gimana? Mohon diperbaiki lagi.  Terima kasih. ,__label__3
"Belanja gampang dan pengiriman cepat,  apalagi ada shoope express. ",__label__5
Teraman dan terpercaya,__label__5
"Akun tidak dapat pindah device, jika device mau di jual, maka akun shoope nya ikut terjual Makin lelet ya, maaf pindah dulu sementara belanjanya ya",__label__3
Kak saya beli barang di shopee tapi tiba tiba suruh lagin lagi dan saya lupa email saya tapi mau login pakai nomor HP yang dipakai sudah tidak aktif,__label__3
sudah update tapi tetap lemot. memberi pengalaman yg sangat buruk. terimakasih,__label__1
Logout sendiri terus... Login susah,__label__1
"Baguus. ,  banyak promo Lebih mudah penggunaan voucher gratis ongkir. , ",__label__5
"Saya suka belanja dishopee, karena barangnya bnyk yg sesuai permintaan",__label__5
Pelayanan buruk,__label__1
Ongkir nya parah,__label__1
   jelek suka ngelek pas masuk,__label__1
"Suka,  memudahkan untuk berbelanja,  tidak harus keluar rumah❤️",__label__5
"Tingkatkan kinerjanya lagi dong min , jadi membuat lemah layanan kalian kalau banyak keluhan seperti ini kan , respon keluhannya juga tidak dijawab , Suka banget lelet lemot shopee nya , padahal itu sinyal, jaringan, and kouta internet itu banyak . ",__label__3
"Knpa spaylater saya ngga tampil ya? Pmau bayar tagihan takut berbunga, tpi malah ga tampil, udh cba d hapus chac ttp ga tampil",__label__3
"shopee klo bisa bikin versi lite nya lah buat hp yang emang spek nya rendah.  yang versi ini lama-lama berat di hp kentang.  mending bikin versi lite yg cukup buat bisa liat barang, pilih barang, belanja, klaim voucher gratis ongkir, ada shopee pay & shopee later.  jadi gak perlu ada ""shopee live, post feed dan game di versi lite "" itu ilangin aja di versi lite, gak penting jg. ",__label__3
Aplikasi tolol gak bermutu njingg,__label__1
Tempat belanja langganan dan masih menjadi pilihan no satu buat aku ya shopee. ,__label__5
"Terimakasih banyak shope sya bntk terbntu dengan aplikasi shope,  apalgi dengn free ongkirnya,  saran bnykin freeongkir yg tanpa syarat,  krena klo free sgn syarat shopepay hukumnya kan haram buat kmi yg muslim",__label__5
Blm penah bagaimn cara memesan orderan,__label__3
Shopee paling oke😍 semoga barang yang dijual di toko shopee tidak ada yang   ❤️❤️,__label__5
Lama tak buka shopee makin ngeri aja liat ongkir nya selangit mana nda ada gratis ongkir lgi..,__label__1
Aplikasi nya bagus banget,__label__5
"Sekarang ngga mau belanja di shopee lagi, saya kapok, saya baru kena penipuan pake aplikasi shopee dan pihak shopee malah memberi alasan itu transaksi di luar shopee padahal dari toko tersebut yg mengarah kan saya untuk chat di luar shopee dan penipuan itu juga di lakukan di aplikasi shopee, toko itu ada di aplikasi shopee tapi shopee tidak mau tanggung jawab.",__label__1
  koin  uang belanja belanja voucer harga barang mahal,__label__1
"Mantap, semua jadi mudah,  Trima kasih shopee.  Sukses selalu ya",__label__5
Aplikasi lemot!!! Lama buat buka aplikasinya,__label__1
"Shopee kenapa ya, kok ga bisa di update padahal sinyal bagus+memori masih banyak! Terus juga ga bisa liat² di toko orang 'ups ada kesalahan silahkan kembali ke layar utama'.  Tolong diperbaiki min🙏",__label__3
belanja jd lbh mudah. ,__label__5
"Langganan banget deh, , , , ,  produknya juga murah² Original lagi",__label__5
"Seng belanja di shopee, harga murah tp gak murahan kualits barang ok, sll langganan di shopee. ",__label__5
suka sm shopee. .  tp sayang setiap kali order. .  kurir ny selalu salah alamat. . alias nyasar. . padahal selalu ksi no hp. .  tp si kurir gak pernah tlp. . tau2 di terima sm orang lain!!,__label__3
"Aplikasi lemot, gamenya jelek 👎",__label__1
Shope tu berat di ongkir,__label__3
Sekarang kenapa malah ongkir nya besar nggak kaya dulu dan gratis ongkirnya sedikit gak kaya dulu udah gitu makin sekarang makin tambah lemot . .  padahal sudah lama memakai shopee . .  tolong di perbaiki lagi ya kak biar kita belanjanya nyaman,__label__3
Barangnya selalu datang tepat waktu dan produknya bagus Ada gratis ongkir Terima kasih shopee,__label__5
"Min, ini kenapa ya pas buka menu 'saya' kok ga bisa. .  tulisannya 'fitur ini belum tersedia'? Pdhl sya udh updte tpi msih aja. .  dan ini gak cma skli tpi sering bnget! Pdhal sblum""nya ga prnah kya gtu",__label__3
"Gak ngerti lagi dengan sistem gratis ongkir nya yang tidak masuk akal. Ongkir 50.000 sebelum di order ada keterangan di potong jadi 19.000 minimum belanja 50.000,ok saya langsung order eh giliran udah di buat pesanan ongkir jadi 79.000 dong. Trus saya punya vocer gratis ongkir saya peke deh eh kepotong cuma 50%. Apa maksudnya Shopee gratis ongkir seluruh Indonesia? Atau mungkin saya yang gak paham sistemnya. Entahlah yang penting ini pengalaman saya di Shopee.",__label__1
Saya coba dulu.  Saya mau mesan dudukan plat mobil yg racing.  Kalo nnti pas seperti di foto dan datang nya barang.  Saya tambah bintang nya.  Dan lanjut ajak keluarga saya make aplikasi ini. . . ,__label__3
"Saya pesan barang jauh hari sebelum 10. 10 dulu shopee enak bgt+ekspedisi nya aman2 saja.  Tapi ini sudah 4 hari (id express dan shopee express standart) paket saya belum dikirim dari gudang dikota saya.  Mohon banget, jika bisa saya ingin memilih ekspedisi sendiri.  Tolong banget inimah.  Ekspedisi yg diatas ditempat saya rating nya jelek pelayanan nya kurang. ",__label__3
"Lelah di buat shopee skrg, gk ada beresnya, satu harian eror , mau buka toko nya gk ad produk yg d jual.  Pdhl dlu ptama kali pakek, shopee fgak pernah mengkek gini deh.  Perbaiki lah.  Sudh bnyk yg kecewa dgn shopee",__label__3
Kode vouchernya eror terus,__label__1
Thank you udh dapet solusi utk spaylater yg terlambat 1hr nya.  Dan semoga normal sperti sbelomnya,__label__5
"Aplikasi belanja paling mudah,  dan nyaman,  sering2 ngadain gratis ongkir ya",__label__5
"Next order berkali2 tdk   wlpun ongkir agak mahal klo tdk ada diskon, smoga smua toko yg ada di shoppe semua amanah tdk tipu2 kyk di sebelah",__label__5
Maaf ya bintang nya setengah aja sekarang mah.  Gasuka sama opsi pengiriman nya ko jadi gak bisa pilih ya.  Yang tadinya jnt terus malah jadi sicepat.  Please ya shopee balikin lagi opsi pengiriman nya jangan di gituin toh harganya ttep mahal juga ko ongkirnya,__label__3
Aplikasi yang luar biasa dan sangat mudah dalam menjalankannya.  Shopee topjer sah. ,__label__5
"Shopee ni sering bikin event hadiah mobil, hp, motor, dan segala macam tp aku gak pernah dapat hadiahnya, padahal belanja terus, game terus, update terus. Flash sale aja gak dapat, pas checkout langsung berubah harga normal, kan pembohong, padahal dah nunggu dari awal mulai, nanya CS langsung putus koneksi. Gak usah sok bikin event hadiah cuma untuk narik orang buat install, tp nyatanya gak ada. Jangan jangan foto pemenang itu foto karyawan shopee",__label__1
"Memudahkan kita mencari brg yg kita butuhkan,  apalagi saat pandemi seperti ini",__label__5
"Sip lah,kadang suka ga jelas,produk yg tertera dan yg datang kadang sedikit kurang/beda dengan produk yg di tawarkan. . . . . . . untuk kedepannya agar lebih baik lagi kalo berjualan. . . . ",__label__3
"Shopee kenapa sih? Kok saya gabisa mengunjungi toko yang saya mau, jadinya kan gabisa liat barang2 ditoko tersebut.  Setiap di klik kunjungi toko selalu aja dibilang halaman dalam perbaikan, kembali ke halaman utama. ",__label__3
buka lagi pilihan kurir. saya kecewa dengan pengiriman spxid. sortir kok sampe 20jam,__label__1
Mantap banget deh Shopee.  Recomendet banget yg mau belanja Online,__label__5
1.1 tpi ga ad ongkir Trus kadang ad ongkir Rp0 tpi msih ad ongkir,__label__1
"Gimana ini, 4 hari kebelakang saya kena tipu oleh oknum yg berjualan di aplikasi shopee dengan nominal Rp. 1.026.x...saya menghubungi CS katanya mau di proses, tp sampai detik ini belum ada kepastian atau informasi, jangan kan penanganan pengambalian dana saya, malah akun saya sampai saat ini di batasi tidak bisa log in. Saya sangat kecewa sekali, apalagi kerugian yg yg saya alami bukan sedikit...tolong shopee untuk di perhatikan dan ditanggapi.",__label__1
Pengganggu aja...,__label__1
"Shopy sangat"" membantu lapisan masyarakat utamanya di mash pendemi sprti ini,  termh kash shopy atas sglh pelayanannya,  sukses slalu Amin. ",__label__5
Jangan sering nongol iklan.,__label__1
  aju susah,__label__1
"Baru kali ini jengkel sama shopee, mau tarik dana udah masukin kode OTP, konfirmasi, mau masukin lagi tiba"" ngeblank logout sendiri, sampai saya uninstal terus instal ulang masih tetep aja. Maunya apa sih udah gitu gede aplikasinya 99mb",__label__1
"sebenarnya saya suka Dan puas belanja di shopee, tapi kenapa ya udah 3 bulan shopee paylater saya nggk balik lagi, padahal dalam pembayaran saya belum pernah telat, padahal shopee paylater sangat membantu saya untuk berjualan dimasa pandemi ini. ",__label__3
  langgan belanja  barang puas  moga  sukses,__label__5
