reviews,label,review
Untuk merubah nomor hp sangat susah,__label__1,__label__1 Untuk merubah nomor hp sangat susah
Mau daftar aja lama nya minta ampun,__label__1,__label__1 Mau daftar aja lama nya minta ampun
bikin emosi lemot nya aplikasi macan apa ini,__label__1,__label__1 bikin emosi lemot nya aplikasi macan apa ini
WOY APLIKASI LU BERAT LAG PARAH PERBAIKI LAH ISI SHOPEEPAY KENA CASH 500 PAYAH BENER BENERIN   IN LAGI KEBURU TUMBANG LONGSOR RATING LU DAN PADA PINDAH KE APLIKASI TOKO SEBELAH,__label__1,__label__1 WOY APLIKASI LU BERAT LAG PARAH PERBAIKI LAH ISI SHOPEEPAY KENA CASH 500 PAYAH BENER BENERIN   IN LAGI KEBURU TUMBANG LONGSOR RATING LU DAN PADA PINDAH KE APLIKASI TOKO SEBELAH
"Mau login aja ribet gk bsa2 login, udh perivikasi dengan wajah ttp aja gk bsa huh parah",__label__1,"__label__1 Mau login aja ribet gk bsa2 login, udh perivikasi dengan wajah ttp aja gk bsa huh parah"
suruh perbarui mulu tiap hari heran.,__label__1,__label__1 suruh perbarui mulu tiap hari heran.
Customer servise nya payah masalah gk cepat selesai,__label__1,__label__1 Customer servise nya payah masalah gk cepat selesai
"Gara² anda, pacar saya marah lhoo",__label__1,"__label__1 Gara² anda, pacar saya marah lhoo"
"maen blokir akun orang aja lo bagonk. kasih peringatan dulu kek, kalo emang salah ya hukum aja beberapa hari kalo gk seminggu jngan main blokir aja, komen saya emang berlebihan tapi mana saya tau kalo itu mempromosikan, lagipula saya gk kerja sama dengan penjual. dari bintang 5 jadi bintang 1 karena gk menghargai pengguna shopee, pengguna shopee gk semua tau peraturanmu. jadi kasih toleransi dengan pengguna.",__label__1,"__label__1 maen blokir akun orang aja lo bagonk. kasih peringatan dulu kek, kalo emang salah ya hukum aja beberapa hari kalo gk seminggu jngan main blokir aja, komen saya emang berlebihan tapi mana saya tau kalo itu mempromosikan, lagipula saya gk kerja sama dengan penjual. dari bintang 5 jadi bintang 1 karena gk menghargai pengguna shopee, pengguna shopee gk semua tau peraturanmu. jadi kasih toleransi dengan pengguna."
Pengiriman sangat lambat PAYAH........,__label__1,__label__1 Pengiriman sangat lambat PAYAH........
Jangan munculin iklan lu di hp gua lagi,__label__1,__label__1 Jangan munculin iklan lu di hp gua lagi
"Ribet, bnyak harus verifikasi giliran salah kode main blokir shopey jelek",__label__1,"__label__1 Ribet, bnyak harus verifikasi giliran salah kode main blokir shopey jelek"
Ini kenapa iklan trus di hp saya min,__label__1,__label__1 Ini kenapa iklan trus di hp saya min
Males beli di shopee lama banget datang,__label__1,__label__1 Males beli di shopee lama banget datang
𝙆𝙣𝙥 𝙢𝙖𝙪 𝙣𝙜𝙞𝙨𝙞 𝙖𝙡𝙖𝙢𝙖𝙩 𝙨𝙖𝙖𝙩 𝙘𝙚𝙠 𝙤𝙪𝙩 𝙠𝙤𝙠 𝙖𝙡𝙖𝙢𝙖𝙩 𝙩𝙞𝙙𝙖𝙠 𝙨𝙖𝙝 𝙩𝙚𝙧𝙪𝙨 𝙮𝙖??,__label__1,__label__1 𝙆𝙣𝙥 𝙢𝙖𝙪 𝙣𝙜𝙞𝙨𝙞 𝙖𝙡𝙖𝙢𝙖𝙩 𝙨𝙖𝙖𝙩 𝙘𝙚𝙠 𝙤𝙪𝙩 𝙠𝙤𝙠 𝙖𝙡𝙖𝙢𝙖𝙩 𝙩𝙞𝙙𝙖𝙠 𝙨𝙖𝙝 𝙩𝙚𝙧𝙪𝙨 𝙮𝙖??
"Ngga kayak dulu ,bintang ⭐",__label__1,"__label__1 Ngga kayak dulu ,bintang ⭐"
"Mental log out sendiri, ada apa?",__label__1,"__label__1 Mental log out sendiri, ada apa?"
Maaf saya ksh rating satu Karna juga sya pesan gk Sesuai ekspetasi kitaa,__label__1,__label__1 Maaf saya ksh rating satu Karna juga sya pesan gk Sesuai ekspetasi kitaa
Voucher tidak bisa di gunakan,__label__1,__label__1 Voucher tidak bisa di gunakan
"Lemot banget, mending ke Tokopedia",__label__1,"__label__1 Lemot banget, mending ke Tokopedia"
Gimana ini Engga Bisa Atur Ulang Lokasi,__label__1,__label__1 Gimana ini Engga Bisa Atur Ulang Lokasi
"Udah lama banget pakek Shoppe Gaada Masalah, Sampe Udah Jadi member Gold, tiba tiba akun keluar sendiri, dan saya lupa kata sandi bahkan no yang dlu saya daftarkan saya tidak tau, Sekarang mulai lagi dari awal, bener bener kecewa.",__label__1,"__label__1 Udah lama banget pakek Shoppe Gaada Masalah, Sampe Udah Jadi member Gold, tiba tiba akun keluar sendiri, dan saya lupa kata sandi bahkan no yang dlu saya daftarkan saya tidak tau, Sekarang mulai lagi dari awal, bener bener kecewa."
Gk ada yg mau tak keluh kan,__label__1,__label__1 Gk ada yg mau tak keluh kan
"Mencari keuntungan di saat pengguna membayar melalui transfer, saya punya tagihan 3bulan lagi, bulan Oktober tanggal tempo 25,di tlpon tanggal 24 karna Shopee saya ke hapus dan tidak bisa login lagi jadi saya bayar via transfer, Oktober di tlpon tanggal 24 saya bayar tanggal 25,total pembayaran normal sesuai, dan di bulan November saya di tlpon tanggal 29,jumlah tagihan lebih besar, dan di bulan Desember saya tidak menerima tlpon untuk total tagihan, dan sudah lewat 2minggu,disengaja atau giman",__label__1,"__label__1 Mencari keuntungan di saat pengguna membayar melalui transfer, saya punya tagihan 3bulan lagi, bulan Oktober tanggal tempo 25,di tlpon tanggal 24 karna Shopee saya ke hapus dan tidak bisa login lagi jadi saya bayar via transfer, Oktober di tlpon tanggal 24 saya bayar tanggal 25,total pembayaran normal sesuai, dan di bulan November saya di tlpon tanggal 29,jumlah tagihan lebih besar, dan di bulan Desember saya tidak menerima tlpon untuk total tagihan, dan sudah lewat 2minggu,disengaja atau giman"
"Kenapa setelah saya log out,tidak bisa login lagi",__label__1,"__label__1 Kenapa setelah saya log out,tidak bisa login lagi"
Waw......  baget aplikasinya waw!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,__label__1,__label__1 Waw......  baget aplikasinya waw!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
"PELAYANAN LEMOT, BELI PAKET DATA JAM 10:42 BARU MASUK 20:11, LAMA",__label__1,"__label__1 PELAYANAN LEMOT, BELI PAKET DATA JAM 10:42 BARU MASUK 20:11, LAMA"
Gk bisa hapus riwayat pembelian.,__label__1,__label__1 Gk bisa hapus riwayat pembelian.
Applikasi sebelah lebih baik,__label__1,__label__1 Applikasi sebelah lebih baik
"Menu penarikan shopepay ke rekening bjb estimasi sampai 7 hri kerja, Awal tahun ini tetep saya bintang satu aja ya.. Menurut saya ini aplikasi yg menyediakan menu transfer paling buruk yg ada..",__label__1,"__label__1 Menu penarikan shopepay ke rekening bjb estimasi sampai 7 hri kerja, Awal tahun ini tetep saya bintang satu aja ya.. Menurut saya ini aplikasi yg menyediakan menu transfer paling buruk yg ada.."
Mohon iklan jangan di tampilkan!,__label__1,__label__1 Mohon iklan jangan di tampilkan!
Kenapa sih vocer gratis ongkir ngak bisa di klaaimm😫😫😫😫😫😫😫,__label__1,__label__1 Kenapa sih vocer gratis ongkir ngak bisa di klaaimm😫😫😫😫😫😫😫
"bar diupdate tambah kentir foto ne gak metu kabeh,bukan e soyo apik malah soyo le payah padahal sinyal 4G..haiiss ra masok blas",__label__1,"__label__1 bar diupdate tambah kentir foto ne gak metu kabeh,bukan e soyo apik malah soyo le payah padahal sinyal 4G..haiiss ra masok blas"
Error mulu gimana nih shopeepay gk bisa dipake,__label__1,__label__1 Error mulu gimana nih shopeepay gk bisa dipake
"untuk tim shopee yang terhormat, tolong ya di edukasi buat custumer""nya khususnya yg cuma pelanggan promoan. jangan sembarang ngasih rating untuk driver. ketimbang nunggu 5 menit buat isi bensin aja dikasih bintang 1, padahal sudah konfirmasi seblumnya. kalo kelaperan mending beli diwarteg, rumah digang sempit aja belagu""an gayanya.",__label__1,"__label__1 untuk tim shopee yang terhormat, tolong ya di edukasi buat custumer""nya khususnya yg cuma pelanggan promoan. jangan sembarang ngasih rating untuk driver. ketimbang nunggu 5 menit buat isi bensin aja dikasih bintang 1, padahal sudah konfirmasi seblumnya. kalo kelaperan mending beli diwarteg, rumah digang sempit aja belagu""an gayanya."
Ngeselin skrg shopee jd lemot bgt pdh udh di update tp tetep aja lelet bgt sebel . Tiap bulan minta di update tp kualitas jd butut . Tolong dong makin kesini bukanya makin oke malah nyebelin . Apa gw hrs pindah ke apl sebelah? Gw dulu make shopee aman2 aja dr 4tahun lalu. Benerin kek . Kenapa sih . Hm,__label__1,__label__1 Ngeselin skrg shopee jd lemot bgt pdh udh di update tp tetep aja lelet bgt sebel . Tiap bulan minta di update tp kualitas jd butut . Tolong dong makin kesini bukanya makin oke malah nyebelin . Apa gw hrs pindah ke apl sebelah? Gw dulu make shopee aman2 aja dr 4tahun lalu. Benerin kek . Kenapa sih . Hm
Sopphe kayak aplikasi burik.. Lemotnya minta ampun.,__label__1,__label__1 Sopphe kayak aplikasi burik.. Lemotnya minta ampun.
"Main shope tanam handsanitizer, tp kirimnya ada ongkirnya, sama aja beli dong",__label__1,"__label__1 Main shope tanam handsanitizer, tp kirimnya ada ongkirnya, sama aja beli dong"
pramuat halaman lemot..bego parah,__label__1,__label__1 pramuat halaman lemot..bego parah
Shoope tanam nya ga asik lagi kek dulu,__label__1,__label__1 Shoope tanam nya ga asik lagi kek dulu
Parah nih Shoppe aku main shoppe capit dapat 50 koin mulu tapi bayarnya 200 koin,__label__1,__label__1 Parah nih Shoppe aku main shoppe capit dapat 50 koin mulu tapi bayarnya 200 koin
Harga iPhone di Shopee mahal,__label__1,__label__1 Harga iPhone di Shopee mahal
Pelit cashback nggak kayak dulu,__label__1,__label__1 Pelit cashback nggak kayak dulu
"voucher gratis ongkir di shopee kenapa gabisa di gunain lagi ya, sudah beberapa hari ini, padahal sudah memenuhi SK voucher dan min belanja tpi tetap saja tidak bisa, sangat kecewa:((",__label__1,"__label__1 voucher gratis ongkir di shopee kenapa gabisa di gunain lagi ya, sudah beberapa hari ini, padahal sudah memenuhi SK voucher dan min belanja tpi tetap saja tidak bisa, sangat kecewa:(("
Woyy shope tai nomor udah ganti kenapa ada yg bisa kirim pesanan kerumah shope taii,__label__1,__label__1 Woyy shope tai nomor udah ganti kenapa ada yg bisa kirim pesanan kerumah shope taii
lawack voucher ga bisa dipake,__label__1,__label__1 lawack voucher ga bisa dipake
Shopee semakin lama dalam menangani masala... Paket udah 3 hari masih aja di jakarta... kapan sampai ke tempat saya... males lagi gw pakai shopee.. langsung gw uninstal sama gw blok email dari shopee... gw saranin jangan lagi pakai shopee...,__label__1,__label__1 Shopee semakin lama dalam menangani masala... Paket udah 3 hari masih aja di jakarta... kapan sampai ke tempat saya... males lagi gw pakai shopee.. langsung gw uninstal sama gw blok email dari shopee... gw saranin jangan lagi pakai shopee...
Kenapa pesanan saya gagal,__label__1,__label__1 Kenapa pesanan saya gagal
"Ajukan pengembalian brg rusak, disuruh unboxing ampe pengecekan brg berfungsi atau tidak. Nalarnya dmn? Saya belanja 8pcs headset bluetooth di toko grosiracchp tp 4 pcs rusak, seller belit2. Bisakah pihak seller videokan barang yg mau dikirim berfungsi dgn baek sambil dipaketkan? Ingat ya harus disambungkan ke bluetooth dan beri bukti bahwa headset nya bersuara. Bisa? Wkt beli gampang tp mau ajukan retur dipersulit, biar gak bs di retur",__label__1,"__label__1 Ajukan pengembalian brg rusak, disuruh unboxing ampe pengecekan brg berfungsi atau tidak. Nalarnya dmn? Saya belanja 8pcs headset bluetooth di toko grosiracchp tp 4 pcs rusak, seller belit2. Bisakah pihak seller videokan barang yg mau dikirim berfungsi dgn baek sambil dipaketkan? Ingat ya harus disambungkan ke bluetooth dan beri bukti bahwa headset nya bersuara. Bisa? Wkt beli gampang tp mau ajukan retur dipersulit, biar gak bs di retur"
Makin di update makin lambat parah bgt,__label__1,__label__1 Makin di update makin lambat parah bgt
Payleter dh 2 x gagal terusa ni terakhir ngajuin lgi klo ke 3 x gagal gw apus,__label__1,__label__1 Payleter dh 2 x gagal terusa ni terakhir ngajuin lgi klo ke 3 x gagal gw apus
Ongkir makin hari makin tinggi aja,__label__1,__label__1 Ongkir makin hari makin tinggi aja
Kecewa dengan pengiriman bulan ini,__label__1,__label__1 Kecewa dengan pengiriman bulan ini
Shopee GK jelas cashback GK masuk,__label__1,__label__1 Shopee GK jelas cashback GK masuk
"Metode pembayarannya taruh di luar cuy,gabisa make vocher saia",__label__1,"__label__1 Metode pembayarannya taruh di luar cuy,gabisa make vocher saia"
Kurang kurang  dengan hasil ya,__label__1,__label__1 Kurang kurang  dengan hasil ya
Gjls apk nya error gk bisa di buka,__label__1,__label__1 Gjls apk nya error gk bisa di buka
Sejak kapan sopi banyak iklan,__label__1,__label__1 Sejak kapan sopi banyak iklan
Banyak iklan nya di mana mana bsgt,__label__1,__label__1 Banyak iklan nya di mana mana bsgt
Nyesel bngt pake shopeepaynya kredit sudah saya lunasi sebelum bulan tapi data OJK saya sampe sekarang tetep bermasalah padahal sebulan sebelum waktu pelunasan sudah saya lunasi tapi sampe sekarang masih kelihatan kalo saya masih punya tunggakan di bank pihak sopee pertanggung jawabkan dong pelayanannya kemarin sampe sudah saya telfn gampang bngt jawabnya suruh nunggu beberapa hari ini udah 2 bulan Lo knpa tidak di perbaiki saya jadi tidak bisa melakukan transaksi lain !!! Buat temen2 hati2 ya.,__label__1,__label__1 Nyesel bngt pake shopeepaynya kredit sudah saya lunasi sebelum bulan tapi data OJK saya sampe sekarang tetep bermasalah padahal sebulan sebelum waktu pelunasan sudah saya lunasi tapi sampe sekarang masih kelihatan kalo saya masih punya tunggakan di bank pihak sopee pertanggung jawabkan dong pelayanannya kemarin sampe sudah saya telfn gampang bngt jawabnya suruh nunggu beberapa hari ini udah 2 bulan Lo knpa tidak di perbaiki saya jadi tidak bisa melakukan transaksi lain !!! Buat temen2 hati2 ya.
"Makin ga ngerti sama shopee, udh hapir sebulan ini belanja nyaman kenapa tiba² akun saya di blokir ya?? Belanja bener bayarnya, akun juga pribadi bukan yg buat macem, off ajj lah pake shopee, padahal bentar lagi mao jadi member platinum malah diblokir..",__label__1,"__label__1 Makin ga ngerti sama shopee, udh hapir sebulan ini belanja nyaman kenapa tiba² akun saya di blokir ya?? Belanja bener bayarnya, akun juga pribadi bukan yg buat macem, off ajj lah pake shopee, padahal bentar lagi mao jadi member platinum malah diblokir.."
terlalu banyak konten load jadi lama,__label__1,__label__1 terlalu banyak konten load jadi lama
Gimana ya pihak shopee masa ya akun shopee sya hilang dan sya login lgi tdk bsa,__label__1,__label__1 Gimana ya pihak shopee masa ya akun shopee sya hilang dan sya login lgi tdk bsa
Shoppe skrng makin lemot..aja..,__label__1,__label__1 Shoppe skrng makin lemot..aja..
Aplikasi cacat terlalu bayak aturan lemot jga mau blanja malah buat emosi,__label__1,__label__1 Aplikasi cacat terlalu bayak aturan lemot jga mau blanja malah buat emosi
Applikasi licik knp point shopee go saya hilang mohon bantuannya,__label__1,__label__1 Applikasi licik knp point shopee go saya hilang mohon bantuannya
Limit paylater tidak bisa digunakan,__label__1,__label__1 Limit paylater tidak bisa digunakan
Kk jadinya ngga bisa d pakai ya min,__label__1,__label__1 Kk jadinya ngga bisa d pakai ya min
Mengapa ini shopi selalu ada iklan nya,__label__1,__label__1 Mengapa ini shopi selalu ada iklan nya
"Sekarang shopee jelek tidak berkembang tetapi malah menurun perkembangannya, dimulai dari pemesanan lalu pengiriman melalui shope standar expressnya jelek sekali. Saya memesan obat untuk mengobati hewan saya padahal pembelian dari jogja tetapi paket ke arah semarang lalu kembali lagi kejogja dan itu waktunya lama sekali semingguan padahal sama-sama pemesan dan pembeli berada di jogja. Nyesel sekali untuk pengiriman dan pelayanan sekarang mengecewakan  pelanggan seperti dulu lagi.",__label__1,"__label__1 Sekarang shopee jelek tidak berkembang tetapi malah menurun perkembangannya, dimulai dari pemesanan lalu pengiriman melalui shope standar expressnya jelek sekali. Saya memesan obat untuk mengobati hewan saya padahal pembelian dari jogja tetapi paket ke arah semarang lalu kembali lagi kejogja dan itu waktunya lama sekali semingguan padahal sama-sama pemesan dan pembeli berada di jogja. Nyesel sekali untuk pengiriman dan pelayanan sekarang mengecewakan  pelanggan seperti dulu lagi."
Aplikasi belanja online paling ampas,__label__1,__label__1 Aplikasi belanja online paling ampas
Habis order akun Shopeenya kok ditutup permanen pdahal aku order biasa,__label__1,__label__1 Habis order akun Shopeenya kok ditutup permanen pdahal aku order biasa
Jelek banget ya Saya Ngajukan spaylater bolak balek ditolak parah banget sih shope,__label__1,__label__1 Jelek banget ya Saya Ngajukan spaylater bolak balek ditolak parah banget sih shope
Aplikasi shopee di hpQ redmi 6A jd lemot skrg di lyar mncul notif dr shopee tp pas dibuka aplikasiny mesti nunggu lma biar notifny mncul di aplikasi..,__label__1,__label__1 Aplikasi shopee di hpQ redmi 6A jd lemot skrg di lyar mncul notif dr shopee tp pas dibuka aplikasiny mesti nunggu lma biar notifny mncul di aplikasi..
Tidak bisa beli boneka Tails,__label__1,__label__1 Tidak bisa beli boneka Tails
udah jarang kasih Gratis ongkir 🤨,__label__1,__label__1 udah jarang kasih Gratis ongkir 🤨
Gratis ongkir ternyata sekedar wacana,__label__1,__label__1 Gratis ongkir ternyata sekedar wacana
"ksh stu bntang dlu, soalny gk bsa cod, pdhl bcaanny bsa cod tp pas diklik gk bsa cod",__label__1,"__label__1 ksh stu bntang dlu, soalny gk bsa cod, pdhl bcaanny bsa cod tp pas diklik gk bsa cod"
Muncul mulu di iklan youtube bosen aku lihat nya,__label__1,__label__1 Muncul mulu di iklan youtube bosen aku lihat nya
Mau pakai playlater aja ribet amat pakai vertifikasi wajah pindah sebelah aja,__label__1,__label__1 Mau pakai playlater aja ribet amat pakai vertifikasi wajah pindah sebelah aja
Nyesel di apdet,__label__1,__label__1 Nyesel di apdet
Ribet benget lah.bertele tele blog ahh,__label__1,__label__1 Ribet benget lah.bertele tele blog ahh
Sanggat buruk dan kritiss.. Dulu sya suka belanja di shoppe. Tpi semenjak 1bulan yg lalu akun utama saya di blokir.. Padahal masih ada sisa uang yg saya masukin 2 juta di dompet sp pay... Payahh. Sudah berkali² sya minta banding tidak di respon. Buat temen² hati² yg saldonya banyak,__label__1,__label__1 Sanggat buruk dan kritiss.. Dulu sya suka belanja di shoppe. Tpi semenjak 1bulan yg lalu akun utama saya di blokir.. Padahal masih ada sisa uang yg saya masukin 2 juta di dompet sp pay... Payahh. Sudah berkali² sya minta banding tidak di respon. Buat temen² hati² yg saldonya banyak
"Kenapa harus ada puzle untuk verifikssi,repot",__label__1,"__label__1 Kenapa harus ada puzle untuk verifikssi,repot"
Benerin dulu shopeepayny baru saya ubah bintangnya...,__label__1,__label__1 Benerin dulu shopeepayny baru saya ubah bintangnya...
Banyak tuyull... Pihak Shopee ko diam saja,__label__1,__label__1 Banyak tuyull... Pihak Shopee ko diam saja
"Gila dulu² ga pernah ada masalah kek gini beli barang 2 tapi yang dateng 1,udah gitu mau diajukan pengembalian mau upload foto ga bisa tulisannya server error, padahal jaringan bae² aja, ntah kenapa sekarang jelek banget, jujur setelah lama pake Shopee baru kali ini kecewa banget🤬",__label__1,"__label__1 Gila dulu² ga pernah ada masalah kek gini beli barang 2 tapi yang dateng 1,udah gitu mau diajukan pengembalian mau upload foto ga bisa tulisannya server error, padahal jaringan bae² aja, ntah kenapa sekarang jelek banget, jujur setelah lama pake Shopee baru kali ini kecewa banget🤬"
Saya baru nyoba beli Eh paketnya lama nyampek nya,__label__1,__label__1 Saya baru nyoba beli Eh paketnya lama nyampek nya
Lemot Bangeett...... Jadi mau beli Sama Bukak Males.....,__label__1,__label__1 Lemot Bangeett...... Jadi mau beli Sama Bukak Males.....
"Pengiriman Shopie skrg parah bisa 3 hari padahal dari JKT,udh kaya lazada pengirimanya",__label__1,"__label__1 Pengiriman Shopie skrg parah bisa 3 hari padahal dari JKT,udh kaya lazada pengirimanya"
gimana sih ini shopi saya top up saldo ko ga berubah² Saldonya,__label__1,__label__1 gimana sih ini shopi saya top up saldo ko ga berubah² Saldonya
makin gak jelas ongkir sama jasa kirimnya,__label__1,__label__1 makin gak jelas ongkir sama jasa kirimnya
Ada vocer gratis ongkir GK bisa dipake ongkir mahal cod GK bisa Gilak kali yaa,__label__1,__label__1 Ada vocer gratis ongkir GK bisa dipake ongkir mahal cod GK bisa Gilak kali yaa
"Semakin lama shopee semakin leleet banget Tiap bulan minta update tapi buka aplikasinya lemot banget, buka aplikasi lain lancar² aja. Kirain setelah di update makin  performa nya,ehh malah makin lemoott. Dan makin kesini shopee makin pelit kasih bonus, cashback,koin dll Tolong juga itu Voucher MURAH LEBAY nya jgn pelit banget, masa udah nungguin jam 09.00 tetap aja kehabisan voucher 😤😤😤😤😤",__label__1,"__label__1 Semakin lama shopee semakin leleet banget Tiap bulan minta update tapi buka aplikasinya lemot banget, buka aplikasi lain lancar² aja. Kirain setelah di update makin  performa nya,ehh malah makin lemoott. Dan makin kesini shopee makin pelit kasih bonus, cashback,koin dll Tolong juga itu Voucher MURAH LEBAY nya jgn pelit banget, masa udah nungguin jam 09.00 tetap aja kehabisan voucher 😤😤😤😤😤"
kenapa gak bisa buka shoppe pinjaman,__label__1,__label__1 kenapa gak bisa buka shoppe pinjaman
"TIDAK BISA MENJAGA PRIVASI,, PERSOALAN DI BERITAHUKAN KEPADA ORANG YANG ADA DI KONTAK PRIBADI,,, TIDAK PROFESIONAL,,, MASALAH DI BAWA KE LUAR,,, PARAH,,, PADAHAL BELUM AKHIR BULAN,,, BUNGA BESAR, DENDA JUGA. AKU STOP PAKAI SHOPEE",__label__1,"__label__1 TIDAK BISA MENJAGA PRIVASI,, PERSOALAN DI BERITAHUKAN KEPADA ORANG YANG ADA DI KONTAK PRIBADI,,, TIDAK PROFESIONAL,,, MASALAH DI BAWA KE LUAR,,, PARAH,,, PADAHAL BELUM AKHIR BULAN,,, BUNGA BESAR, DENDA JUGA. AKU STOP PAKAI SHOPEE"
"auto unistall, apk jualan malah kek tiktok. -_-",__label__1,"__label__1 auto unistall, apk jualan malah kek tiktok. -_-"
Ksh bintang satu aja soalx msh krng tanggap dg seler yg mbeling...psnan cod pertm g cocok dg brngx yg dipesan...aq ragu n was was mau blnj lg,__label__1,__label__1 Ksh bintang satu aja soalx msh krng tanggap dg seler yg mbeling...psnan cod pertm g cocok dg brngx yg dipesan...aq ragu n was was mau blnj lg
Respon customer service payah harus 2x lapor baru direspon,__label__1,__label__1 Respon customer service payah harus 2x lapor baru direspon
"1 aja bintang nya.. Voucher Cashback gk bisa dipake 😒👎, gk kayak dulu-dulu.. Voucher Cashback bisa terpakai Hanya untuk barang tertentu saja.. Gitu aja terus, Bakal Pindah kelain Olshop deh..",__label__1,"__label__1 1 aja bintang nya.. Voucher Cashback gk bisa dipake 😒👎, gk kayak dulu-dulu.. Voucher Cashback bisa terpakai Hanya untuk barang tertentu saja.. Gitu aja terus, Bakal Pindah kelain Olshop deh.."
Makin parah semakin diupdate semakin lemot dan ngelag Angel wis angel,__label__1,__label__1 Makin parah semakin diupdate semakin lemot dan ngelag Angel wis angel
Gara² lu semua aplikasi gw tiba² ada iklan shopee,__label__1,__label__1 Gara² lu semua aplikasi gw tiba² ada iklan shopee
Shoppe sekarang lemot kualitasnya jdi buruk kesel bgt kalo mau chekout loading lama bgt 🤕,__label__1,__label__1 Shoppe sekarang lemot kualitasnya jdi buruk kesel bgt kalo mau chekout loading lama bgt 🤕
Aduhh tambah lama tambah lemot aja shopee ini Tambah di update tambah jelek apk nya,__label__1,__label__1 Aduhh tambah lama tambah lemot aja shopee ini Tambah di update tambah jelek apk nya
Ongkirnya terlalu mahal ....,__label__1,__label__1 Ongkirnya terlalu mahal ....
Apansi anj ganggu banget iklan nya masa cuma buka wa doang ada iklan nya risih tau,__label__1,__label__1 Apansi anj ganggu banget iklan nya masa cuma buka wa doang ada iklan nya risih tau
"payah gak pernah naik"" tuh limit paylater nya pdhl bayaran  jaya 👎",__label__1,"__label__1 payah gak pernah naik"" tuh limit paylater nya pdhl bayaran  jaya 👎"
"lelet aplikasinya, udah diupdate juga 👎",__label__1,"__label__1 lelet aplikasinya, udah diupdate juga 👎"
Saya kecewa cashback pembelian gak datang2,__label__1,__label__1 Saya kecewa cashback pembelian gak datang2
BIAYA PENANGANAN COD GA NGOTAK ANJG,__label__1,__label__1 BIAYA PENANGANAN COD GA NGOTAK ANJG
Lama bgt responya,__label__1,__label__1 Lama bgt responya
Pengiriman nya sedikit lama😏,__label__1,__label__1 Pengiriman nya sedikit lama😏
"jelek bgt ongkirnya, pdhl dulu ongkirnya g terlalu mahal skrng mahal bgt",__label__1,"__label__1 jelek bgt ongkirnya, pdhl dulu ongkirnya g terlalu mahal skrng mahal bgt"
Baru ikutan kuis udah habis masanya,__label__1,__label__1 Baru ikutan kuis udah habis masanya
Belakangan ini sering keluar sendiri,__label__1,__label__1 Belakangan ini sering keluar sendiri
Aneh sekali untuk penjual mohon berhati hati karna dana yg masuk kpd saldo penjual tdk sesuai Dana yg seharusnya masuk 130rb Dana yg masuk 19rb Beda jauh kan ??? Shoppe mulai jelek nii Chat agen Shoppe gak bisa di proses katanya,__label__1,__label__1 Aneh sekali untuk penjual mohon berhati hati karna dana yg masuk kpd saldo penjual tdk sesuai Dana yg seharusnya masuk 130rb Dana yg masuk 19rb Beda jauh kan ??? Shoppe mulai jelek nii Chat agen Shoppe gak bisa di proses katanya
aplikasi gak guna ongkos kirim nya mahal udah itu putar yuotebu ada iklah shopie cod cod bngst,__label__1,__label__1 aplikasi gak guna ongkos kirim nya mahal udah itu putar yuotebu ada iklah shopie cod cod bngst
"jangan download deh promo sopifut nya jam 11-5 kek 3 detik doang langsung Abis,g kyk dulu",__label__1,"__label__1 jangan download deh promo sopifut nya jam 11-5 kek 3 detik doang langsung Abis,g kyk dulu"
Sistem apk Shopee Buruk Sangat Buruk Sering Eror lelet lemot Rusak Sampah Boprok Kacau padahal signal wiffi di rumahku full,__label__1,__label__1 Sistem apk Shopee Buruk Sangat Buruk Sering Eror lelet lemot Rusak Sampah Boprok Kacau padahal signal wiffi di rumahku full
Kalo iklan ngotak masa tanda x nya gabisa di sentuh,__label__1,__label__1 Kalo iklan ngotak masa tanda x nya gabisa di sentuh
Bisa log out sendiri. Lelet pula,__label__1,__label__1 Bisa log out sendiri. Lelet pula
Aplikasi lemot padahal hp spektakuler tinggi jaringan lancar.. perbaiki lah sebelum.kalah sama.tokped,__label__1,__label__1 Aplikasi lemot padahal hp spektakuler tinggi jaringan lancar.. perbaiki lah sebelum.kalah sama.tokped
"Jgn pakai jasa J&T expres ,lambat.... Kaya siput",__label__1,"__label__1 Jgn pakai jasa J&T expres ,lambat.... Kaya siput"
Tidak bisa ngatasi broblem saya.,__label__1,__label__1 Tidak bisa ngatasi broblem saya.
Mohon ya Jan ada penipuan lagi,__label__1,__label__1 Mohon ya Jan ada penipuan lagi
"Sekarang jelek,,sering logut sendiri",__label__1,"__label__1 Sekarang jelek,,sering logut sendiri"
