reviews,label
Belanja di Shopee emang mantap,__label__5
"Shopee kenapa sekarang jadi gini, udah ga kayak dulu lagi 🥲",__label__1
  suka aplikasi  lelet buka jaring susah buatcariproduk,__label__3
"Ngga kayak dulu ,bintang ⭐",__label__1
"Proses pengiriman yg menggunakan jasa shopee express terlalu lama .. apa krna gratis.???? Dan susah nya untuk mendapatkan lokasi tempat pengambilan brang secara langsung.. dan contac nya tidak ada.. padahal saya mau jemput sendri brang saya... .. sangat"" burukk . 1 hari ini 3 x saya laporkan ke Cs di aplikasi tapi ternyata jawaban sama mnunggu 3 hari kedepan .. sedngkn jarak dri tempat saya ke gudang hnya 15 menit kurang lebihh... ...",__label__1
kenapa ongkirnya di sini selalu dan 99℅ menyejukkan (mahal di ongkir),__label__1
Sangat mengecewakan,__label__1
"Menunggu konfirmasi pengembalian dana nya lama banget, saya beli kuota Smartfren namun masukin nomernya salah, itu masih bisa kembali apa engga mohon konfirmasi secepatnya🙏, biar lega liat hasilnya. ",__label__3
Rekomendasi buat lu yg pengen belanja tapi males keluar rumah Intall nih apk trus kumpulkan vocher Gw kasih bintang 3 soalnya ongkirnya kemahalan,__label__3
Bagus pakek banget deh buat Mimin,__label__5
"Dear PT. Shopee Setelah banyak keluhan, tolong diperbaiki masalah ongkir dan voucher ongkirnya, Makin kesini makin sedikit banget voucher gratis ongkirnya, masa bulan2 yg lalu ada 3 sampai 4 voucher sekarang cuma ada 1 dan kebantu untuk yg loyalty platinum, Biaya ongkir juga semakin mahal dibandingkan bulan-bulan sebelumnya padahal belanja di toko yang sama, Kalau mau terus dipercaya masyarakat, jangan terlalu kapitalis dengan menguntungkan pihak sendiri.  Terimakasih 🙏",__label__3
Kode pembayarannya gamau keluar,__label__1
Aplikasi pelayan buruk,__label__1
  ah lot,__label__1
"Saya update dh ulasan saya,gra"" limit spaylater sy di ilangin bgtu aj,dan udh berapa bulan ga dibalikin limit ny.padahal saya ga prnh telat"" bayar apalagi sampe nunggak.dan padahal tmn"" saya sering crita mereka telat bayar sampe nunggak"" tapi ga di ilangin limit ny.knp giliran saya malah sebalik ny???kecewa sih...maaf sy kasih bintang satu.",__label__1
Sangat mempermudah pokoknya terbaik,__label__5
"Tidak bisa pilih sendiri jasa pengiriman, makin amburadul proses nya, lebih bagus yang dulu bisa pilih sendiri mau pakai JNE, JNT dll, Kami lebih tau mana kurir terbaik itk daerah kami masing2",__label__3
"Terima kasih aplikasi Shopie , , ,  Shopie adalah aplikasi terpercaya buat belanja online . ",__label__5
Alhamdulillah memuaskan,__label__5
Saya belanja udah puluhan juta di shoope... Tapi gak dapat fasilitas pay later/spinjam....akun baru aja bisa dapat... Tapi saya pelanggan setia malah tidak dapat... Benar2 kecewa,__label__1
shopee lg kenapa sh. . apa karna lg ada promo jd lambat. . masa verifikasi pembayaran dari kemaren siang belum ada juga.  mau batalin juga apa dana nya bisa kembali.  disriruh nunggu 1x24 jam tapi blm ada kemajuan.  tolong dong cs nya gimana solusinya. ,__label__3
Sebenernya saya suka belanja di shopee. .  Sering malah. .  Karna banyak harga yg murah dibanding olshop yg laen. .  Tapi yang bikib kesel. .  Cuma iklannya aja yg gratis ongkir. .  Nyatanya. . . .  Ya kita harus punya voucer gratis ongkir. .  Kalo misal kita punya pun kepotong cuma 10rb doank. .  Padahal masih pulau jawa. .  Katanya gratis ongkirr seindonesia rayaa??? Terus untuk shopee tanam juga pada akhirnya gk jadi saya klaim. .  Karna ongkirnya lebih mahal daripada beras 1kg yg cuma 15ribuan. . . terimakasih. . !!!,__label__3
   mohon fitur bayar kartu debit mudah proses bayar terimakasih,__label__3
"Sampai saat ini sih masih bagus,  belom ada kendala,  semoga ke depan nya lebih maju lagi. ",__label__5
"Kepada yth pengelola shopee. .  Salam hangat dari padang.  Mohon program shopee di tingkatkan , saya merasa kurang puas dengan jasa kurir yg sedikit, saya seorang pengusaha beras merasa kurang lengkap dengan expedisi yg di sediakan. .  Karna untuk pengiriman barang dengan Jumblah yg banyak /berat ongkosnya sangat mahal.  Harapan saya mohon di tambahkan expedisi yg bisa mengangkut barang yg besar besar dan berat seperti beras, tepung, gula, dengan Jumblah yg banyak dan harga yg murah.  Terimakasih",__label__3
Shopee terbaik pokonya😘😘,__label__1
Shopee sangat bagus pelayananya,__label__5
Baru kali ini saya dapat melihat bahwa Sophie hebat mantap,__label__5
Kepada yang terhormat PT Shopee untuk update aplikasi coba di kondisikan. ,__label__3
"Paraahh, belanja d shopee sekarang tokonya pada ga amanah, beli baju model ini kirim itu, beli make up klik 3x, kirimnya 1 . .  rugi rugi bangett dah .  Dulu aih iya bagus, kenapa sekarang jadi kek gini .  Kesel saya",__label__3
"Kenapa akun saya ditinjau (F02) padahal saya tidak melakukan kesalahan/melanggar ketentuan. Saya pengguna lama Shopee, tolong segera diperbaiki.",__label__1
"gimana si , saya udh login keluar lg , trs saya belanja gimna , gajelas",__label__1
Mantap Lah Shopee Tapi Aneh Nya Kok saya Nggak Bisa Aktifkan Shopepayleter Padahal Udah Memenuhi Syarat Dan Juga Ad Keterangan Karna Data Personal Maksud Nya Ap,__label__5
"Saya Downgrade bintangnya karna makin kesini makin ga nyaman,dulu bisa pilih A + B sekarang ga bisa,so. . . tinggal tunggu waktu ja buat pindah ke lain hati 🙄 ( s&k berlaku)",__label__3
"Aku kasih bintang 3 dulu aja, soalnya ada kendala di metode pembayaran indomart kok kode nya ga keluar2 ya? Padahal udh cek jaringan tp tetep aja gabisa keluar kode pembayaran nya tolong d perbaiki ya pihak yg bersangkutan 🙏",__label__3
"Saya kasih bintang satu sudah syukur ya, aplikasi yg paling mendzolimi seller, secara sepihak membebankan ongkos kirim ke seller, padahal itu permainan admin kurir yg masukkan berat produk tidak sesuai, langsung hubungi pusat bantuan untuk bantu investigasi",__label__3
SHOPEE LGI GANGGUAN TAH?? AKUN SY KNP TIBA2 ILANGG YAA!! PDHL TDI SBLMNYA MA MSH BISAA😤😤,__label__1
Busett dah lemotnya sembarang kalir,__label__1
  sampah,__label__1
Diakui atau tidak shopee sudah memberi banyak manfaat kepada masyarakat. 🥰 🙏🙏🙏,__label__1
  bilangin saran cs sucie cs risma layan baik kasih solusi henti cs,__label__1
"apl berat,,,loding lama...",__label__1
Aplikasi Shopee ini keren dan saya juga kalo pesen tidak usah ke mol di Shopee aja.  Mantapp,__label__5
Semakin terdepan. ,__label__5
"Suka sih karna barang nya murah murah, tapi yang bikin gajadi beli tu ongkir nya mahal banget, kadang ada voucher gratis ongkir, tapi harus ada minimum belanja nya gacukup sama uang ku.  Atau masa berlakunya kadang cuma tiga harian aja, aku ngumpulin uang dari uang saku sehari hari, pas udah ke kumpul eh masa berlaku voucher nya udah habis ☹️",__label__3
"Kak, aku dulu kan udah gabung ma sophee, jadi penjual, tapi lupa akun nya, bikin lagi Tapi, kalo aku mau jadi penjual, biar free ongkir yang beli, harus ada no ktp, padahal no ktp udah kepakai ma akun dulu, sekarang ga bisa kalo jadi penjual untuk syarat fee ongkir, gimana kak",__label__3
"App ini lumayan bagus utk harga di bandingkan app toko ol yg lain lebih murah di shoppe, hanya saja loading nya lama pdhl jaringan 4G/3G stabil dan nntn youtobe, download juga lancar2 aja, udh 1 minggu ini sy g bsa chackout selalu ada peringatan jaringan bermasalah, udh sy unistall dan di install ulang, malah skrg ga bsa login, udh sy kirim email ke pihak shoppe tp blm ada tanggapan.  Tlng segera di tanggapi kak",__label__3
"Kenapa ya saya sudah 5 kali ( 5 bulan) mengajukan pinjaman (Spaylater) tapi selalu tidak disetujui, dimana salahnya? Saya sangat berharap pengajuan saya Spaylater saya yang ke 6 bisa disetujui.  Saya kasih bintang 🌟🌟🌟🌟🌟 apabila disetujui🙏",__label__3
Maaf sy rubah B5 jd B1. Sy sdh platinum.Tapi malah makin jelek nih shopee.setiap belanja COD Biaya penanganannya gila.Masa hampir 50rb. Blom lg bayar ongkir. Huufft.... Pindah ke E-commerce sebelah Aja lah.. Balasan dibawah ga nyambung pula. Yg dibahas biaya penanganan COD nya bukan biaya ongkir nya. LOL...,__label__1
Bagus limit nya kurang bos,__label__5
"Kalau barang diskon proses nya lama. . 3 hari masih di kemas. . gak tau mau di kirim/engga nya samabai batas pengiriman selesai barangpun gak di kirim,Alhasil barang gak ada,vocer sia"", beli kesana kesini tidak🤦",__label__3
Gak guna!!!!di kasih vocer tapi ga bisa dipake katanya harus ada logo gratis ongkir giliran dicoba masi aja gabisa ga guna!!!!!!,__label__1
Minat mini tril itu kok gak bisa konsultasi bos.,__label__1
  bobrok pakai,__label__1
Mempermudah sy mencari barang yg saya inginkan.  sering2 ksh voucher gratis ongkir ya shopee,__label__5
"Kenapa chat di shopee erorr sih 😑 padahal kuota full kenapa mau bales pembeli tidak bisa ?gagal terkirim terus.  !!! 😤 Gimana mau maju usahanya jika seperti ini, tolong segera perbaiki shopee kenapa sering erorr ??!",__label__3
sangat. sangat. mempermudah saya untuk memcari apa yg saya butuhkan. bravo. ,__label__5
Boss bisa bantu kenapa akun saya ga bisa d buka terus ada tulisan kaya gini maaf akun ada lagi d tinjau terkait adanya aktivitas yg melanggar peraturan shope terus pesenan saya gmn,__label__3
Kenapa ya setiap buka shopee lemot nya minta ampun padahal hp ku ram nya gede jaringan bagus. . . tapi setiap buka shopee lemot padahal pengen belanja. . .  Kalo buka toko sebelah L****a gak lemot knp tuh??? Cuma shopee doang lola,__label__3
Semoga garansi garang bisa lebih di utamakan .  karena pihak penjual banyak yang nakal.  Trimaksih,__label__5
Katanya gratis ongkir cuman khayalan,__label__1
"Sangat di sayangkan pengiriman barang di pilih otomatis lewat shopee. . .  Kadang jengkel kurirnya gak cocok dan lama,padahal barang statusnya udah siap di antar ke penerima tapi malah nginep 2 malam,Kan kurang ajar.  Maaf saya kurangi bintangnya,enakan sistem yang dulu ketimbang yg sekarang kurirnya😎😎",__label__3
"Hallo shope Tahun 2020 hape hilang, masih ada tagihan shopepay later.  Cara aktifin kembali akun yang lama bagaimana? Mau nyicil hutangnya tapi berusaha masuk di akun tidak bisa karena email, nomor HP tidak bisa masuk",__label__3
Suka bangett smaa aplikasi nya🥰😘😘😘,__label__3
Dulu belanja di shopee bagaikan nikmat yg tak dpt di dustakan.  Tp sekarang semua nikmat itu sedikit demi sedikit pergi.  Tolong jangan biarkan kami satu persatu pergi dari shopee krn hilangnyaa nikmat berbelanja d shopee.  Terimakasih. .  😂😂,__label__3
Memudahkan dalam berbelanja,__label__5
"Loading mulu.. kesalahan sistem"" apalahh....",__label__1
Belanja di shopee paling enak. apalagi kalau semuanya toko bisa cod lagi,__label__5
Aplikasi belanja online terbaik,__label__5
Kemarin saya download ini apk tapi pas mau bayar trus nulis alamat malah alamatnya ilang ilang mulu trus pas udah di buat pesanan tiba tiba di batalin,__label__3
"menurut saya dgn adanya aplikasi belanja online ne,saya bisa pilih2 barang yg mana saya suka tdk perlu harus repot2 keluar rumah,,,tp klu bisa gambar model baju & celana atau barang yg lain nya sama dong seprti gambarnya klu bisa,ne ada yg tdk sesuai dgn yg di gambar 😀☺️",__label__3
  kesini lot klik blank putih klik blank putih,__label__1
Paket udah seminggu belum dateng dateng,__label__1
"Sekarang mau order barang pun gabisa milih jasa pengiriman sendiri, jadi males belanja lewat shopee. . .  Bukannya nambah baik pelayanannya eh palah jadi lebih buruk pelayanannya . . .  Koreksi lagi coba, sudah pakai shopee beberapa tahun ,tapi kecewa untuk update skrg. .  Otw dari bintang 5 jadi bintang 1 dahh",__label__3
"Permisi kakk, kan saya mau bayar pesenan saya yah, waktu diinfomaret kata kakaknya servernya lagi eror dan ini waktunya 24jam kalo ga segera dibayar waktunya habis, jadi gimana kak??",__label__3
  layan bagus barang cepat pay ribet,__label__5
"Jangan coba coba download aplikasi ini mau log in aja susah gw dh masukin nomor telepon dan pasword nah kan keamanan nya makin di ketatin Opsinya opsi identifikasi wajah, Dan kesalahan nya adalah suruh update ini applikasi gak berguna Pada dh paling terbaru bat, udh gitu gw uninstall trus instal lagi tetep gk bisa dan disuruh tunggu lima menit nanti balik lagi Lima menit apaan gw nungguin nya satu hari gk bisa bisa",__label__1
"Bagus sih, produk yang di jual di shopee lebih beragam daripada di aplikasi yang lain, tapi sayangnya sering di update.  Belum beberapa lama di update, kalau gk di update, shopee yang lama pasti error terus. ",__label__3
"Saya mengalami kendala saat verifikasi shopeepay yg selalu ditolak krna data yg dimasukan salah, padahal semua data benar.  Tolong bantuannya untuk verifikasinya dipermudah lagi. . ",__label__3
Semoga selalu amanah dan tingkatkan kualitas pelayanan terhadap custumer,__label__5
Terlalu banyak variasi aplikasi jadi berat.  Untuk sinyal yang pas-pasan sering gagal loading bahkan tidak bisa masuk sama sekali.  Pihak shopee tolong dibenahi agar aplikasi lebih ringan terutama di daerah sinyal yang kurang bagus. ,__label__3
Sudah sering belanja di shopee dan selalu puas.  Tapi sayang sekarang vocher gratisnya jadi gak bisa di pake.  Terus ongkirnya terlalu mahal.  Saya belanja di shopee untuk di jual lagi gimana saya mau jualan kalo ongkirnya aja mahal banget. ,__label__3
Saya suka belanja di shopee karena barangnya bagus murah cepat dan aman mksh shoppee❤,__label__5
"Min mau nanya, ko saya pas mau chek out muncul server eror, pas saya coba lagi ko malah kode voucer sudah di gunakan padahal belom sama sekali.  Pas saya ulang lagi tanpa voucer apa pun tetep ga bisa.  Kecewa saya",__label__3
Lol aplikasi shopee ini masa tadi nya aku beli kuas untuk kue cuman 1.000 pas aku buat pesanan jadi 43.000 kan gak ngotak,__label__1
"Knpa Shopee jdi gini. .  Saldo Shopee pay ku baru di isi kok skrg tiba"" jadi pengguna baru lagi padahal aku udh platinum. .  Gmna ini uang saldo ku. . ",__label__3
"Bru x ni ksh rating smga LBH baik LG kdpny ya , , , Y tuk slma ni ckup baik sih ordern y msh trblng aman cm kdng dpngmsan ada yg agk lma SM stok brgy ksong LBH baik dkonfmsi LG biar enk ja GT. ",__label__5
Bagus sih.  tapi aplikasinya sring tiba2 terhenti dan keluar sendiri,__label__5
Saat barang d ajukan pengembelian. Tp malah memihak ke suplayer,__label__1
"Kenapa setelah di update malah gak bisa digunakan ya, log-in juga gak bisa, selalu muncul tulisan jaringan bermasalah, padahal jaringan nya gak ada masalah apapun,,,",__label__3
"Kak tolongin saya, Saya gabisa log in shoppe karna nomor saya yg terdaftar udh hangus, dan syaa lupa pasword kak, Saya udh coba berbagai bantuan tp tidak bisa diatasi, gmn ya ka? Soalnya saya sedang memesan banyak pesanan dr luar negeri",__label__3
  sumpah kesini  kesal masuk barang keranjang belanja toko please deh kali kali update log buruk sumpah,__label__1
Sering lag gak jelas,__label__3
"Ini kenapa setelah di update shopeenya jadi gk ada gambar2??? Udh di hapus cache, hapus data, di versi baru, di instal ulang, di muat ulang hp jg, ttp aja gkbs kebuka. . .  aneh",__label__3
"Shopee sekarang gag jelas banget, gag mendukung buat seller, seller rubah harga aja langsung produk di periksa, dikit dikit produk di periksa, kalo waktu peeiksa sebentar aja gpp, ini produk di periksa sampe 2 X 24 jam, gag seperti tokped praktis buat seller, mending cepet cepet rubah peraturan perusahaan, dari pada seller pada pindah ke tokped, seller bukannya di permudah tapi mlah di persulit, padahal potongan biaya admin shopee sudah banyak, tapi knpa seller mlah slalu di persulit",__label__1
  hasil belanja sabar tunggu kirim negri hasil puas baby,__label__5
Ongkir yg biasa 26 ribu pas 12.12 mendadak berubah 46ribu 🤣🤣 dapet gratis ongkir cuma dapet potongan 20 ribu.. Jadi yg gratis itu apanya maemunah??,__label__1
Suka banget belanja di shopee lebih banyak pilihan. kl belanja di sini bener2 puas selama ini,__label__5
Banyak harga discont yg terjangkau.  lumayan perbanyak lagi casbackya dan free ongkir,__label__5
jangan minta pembaruan terus laah. . .  Itu gratis ongkirnya gk usah pake syarat metode pembayaran shopeepay donk.  Ribet amat.  Kalo bisa semua metode pembayaran akan sangat berguna pastinya. ,__label__3
Sebenernya aq nyaman banget belanja d shopee. . . tpi cuman mau kasih saran. . . klo bisa di buat aplikasi versi lite. . . biar bisa d gunakan d hp dg ram 1g kyak hpq. . . mudah2 an saranq ini d respon. . . trimakasih. . . ,__label__3
"seneng belanja di sini, bisa hemat waktu dan hemat uang, selalu ada gratis ongkir nya lagi🤗",__label__5
Tolong kenapa akun saya ilang Kenapa kok harus login lagi kak,__label__1
"Tolong di perhatikan tim IT shopee . . .  saya seller , kenyataanya memang semakin hari aplikasi ini semakin lemot . . .  saya udh atur iklan dgn nominal tertinggi aja iklan saya ga keliatan. .  saya search ""tunik"" aja yg keluar ""kata pencarian anda tidak ada"" . . .  masa iya gw cari tunik barang nya ga ada . . .  aneh sekali . . . ",__label__3
ALHAMDULILLAH DENGAN ADANYA APLIKASI SHOPEE INI BISA MEMBUKA PINTU PINTU REJEKI BAGI BANYAK ORANG,__label__5
"Error, lemot, gak kaya apk tetangga...",__label__1
"Lama2 dikit promonya, cuma voucher diskon ongkir itupun blm tentu dpt full gratis ongkir cuma potongan / diskon, dan full gratis ongkir jg ga smw toko. Cashback koin jg jarang. Pokoknya menurun deh shopee ini, mungkin krn sudah naik daun, jadi promonya lama2 dikurangin. Kalo mo gratis ongkir mending di toopeed ato buukaalaapaak. Jd kalo checkout liat dpt diskonnya dulu, kalo dpt nya dikit pindah ke olshop sebelah!",__label__1
Bisa lebih mudah kalo belanja di shopee tanpa harus keluar rumah,__label__5
  bagus bagus seler barang non fisik pas jual notif pilih kurir pakai kurir gimana mohon sedia tombol non fisik ber fisik,__label__3
Dengan ada nya aplikasi ini sangat membantu saya tingkat kan terus performa ny,__label__5
Saya merasa keberetan dengan adanya Shope Pay malah bikin ribet.  Verifikasi Ktp nya laama .  verifikasi rek bank nya lama .  Jadi bikin dana saya tidak bisa cair.  kalo memang uang dikembalikan.  lebih baik ke rekening bank saja aja langsung,__label__3
Konten TDK pantas dan TDK bermanfaat,__label__1
"Saya suka belanja di shopee ini, responnya cepat dan juga pengiriman nya. ",__label__5
"Udah lama pake shopee. .  dulu seneng bgt pake shopee belanja banyak dapet koin, banyak gratis ongkir juga.  Sekarang buat dpt gratis ongkir aja susah, belanja banyak koinya paling berapa.  Berat diongkir kalo gapake gratis ongkir.  Tp buat dpt gratis ongkir aja sekarang udah terbatas bgt 😭",__label__3
"Halo, ini kenapa ya saya tidak bisa instal shopee? Padahal ruang penyimpanan masih kosong dan instal apk lain juga masih bisa, sudah sebulan shopeenya begini terus, mohon bantuannya yaa, trimakasih",__label__3
Ngapa muncul di hp gw Mulu sih cok,__label__1
"Maaf saya kasih 1 dulu,loadingnya selalu lelet,apalagi kalau udah mendekati jam 00:00wib dan ada promo awal bulan Semua jadi lelet dan suka ngadat,Saya online di apk shop online lain  aja ga ada kendala sama sekali,justru di shopee paling sering ngelag,lelet dan banyak lagi lainnya kalau Perasaan dulu  aja ga seperti sekarang ini,semakin banyak pelanggan harusnya semakin lebih baik lagi,bukan malah merosot Kadang bikin kesel aja jadinya",__label__1
saya sering belanja di shopee.  dan itu enak jg mudah.  tp saya mau coba pake shopeepay susah ya.  saya udh coba.  tp no verivikasi nya ga kekirim2 ke no hp saya.  pernah kekirim tp ga langsung login.  gmn dong? mohon bantuannya. ,__label__3
Suka sih sm apknya lagi ada masalah paket udh 3 hari di tempat sortir terus chat ke cs jawabannya itu terus jdi coba DM ke ig eh dijawab terus malem nya paketnya langsung dateng debes sih shoppe ini😍,__label__5
"Shopee makin diupdate tambah gajelas, kebanyakan game shopee tapi buat dapetin voucher nya susah, aplikasi makin berat, voucher gratis ongkirnya belum saya pakai terus kembali karena jaringan sudah terpakai.  Saya lebih suka shopee pas awal-awal makin kesini bukannya ada kemajuan malah menurun.  Lebih baik game shopee hanya satu saja jangan terlalu banyak. ",__label__3
  jelek  beli barang gratis ongkir jual barang cacat kali kaya gitu kali kali,__label__1
Benci skrng mke shope bayar  belanja sering SKlinya blnja gede mau ngaktipin shope pinjam aja ribet 2kli gagal trus apus aja mnding aku laku gampang mnding make akulaku aja atau tokped mudah dan ga ribet,__label__1
Kecewa slalu dapet driver dari jauh Keburu laper dan bsa pingsan duluan,__label__1
"Gimana sih aplikasih shopee kok mau masuk ke halaman shopeepaylater gak bisa, aku kan mau bayar tagihan ini gimana cara nya di apdet udah di login ulang udah hapus cahce udah masih aja gak bisa masuk ke halaman paylater tolong dong bantuan nya. ",__label__3
Mantapp. barang sesuai dgn apa yg diinginkan n di cita2 kan. salam dua Jempol,__label__5
  coba aktif spaylater tolak belanja via  spaylater,__label__3
Enak banget aplikasi nya boss ku Ayo segera download ya GK bakal nyesel,__label__5
Aplikasi anjingg tolol iklan sia siri tololl ganggu tolol,__label__1
"Aku suka, banyak gratis ongkirnya",__label__5
Sangat mudah berbelanja dishope,__label__5
Jelek mendingan lazada aja   s banget gak kaya sopi h🤣🤣🤣🤣😌,__label__1
Bagus murah lagian besok nya datang misal kita lagi mesen apa ke murah tau ihh!!!!!!!!!!!!!! Bisa goyang shopee lagian emmh mantap,__label__3
Aplikasinya bagus banget . suka semoga kedepan nya lebih baik lgi Sukses terus. ,__label__5
Aplikasi belanja online no 1 paling bagus di indonesia,__label__5
Penarikan dana dari saldo shopee ke rekening sy udh 1x24jam... Blum berhasil aja...,__label__1
 sih banyak bgt promo nya. Tapi sayang suka ngelek. Pas mau liat produk lalu chek out dipencet² gak bisa. Trs dpt koin nya dikit bgt lagi gak kaya dulu. Video+ foto dpt koin 100. Lah ini susah bgt dpt koin nya,__label__1
"Knapa shopee pay saya di non aktifkan? Padahal masih ada saldo,  chat life harus login gmana mau login anj.  Balas woy",__label__5
  dark theme butuh,__label__3
Suka belanja disini di mudah kan,__label__5
"Shopee semakin dihati, ,  pertahankan kesenangan pelanggan bila perlu ongkir di mirahkan lagi. ",__label__5
"ini kenapa ya kok saya top up gk masuk"" udah top up 2x gk masuk rugi saya",__label__1
Bagus belanja di shopee,__label__5
Bagus banget.  Belanja online gak pake  .  Thank you shopee. ,__label__5
"Aku kasih bintang 3,aku bingung sih sama aplikasi. a masa mau checkout ga bisa kata. a checkout gagal D07 karna sudah digunakan padahal belum dipake sama sekali udh ganti akun yg lain pun msih tetep saya kaya gitu, Mohon info solusi. a dong?",__label__3
"Knp yaa vocher gak bisa di pake? Pasti error terus, padahal udah bikin akun baru.  Tapi tetep aja gak bisa dipake vocher nyaa",__label__3
Penghapusan akun tanpa kejelasan -,__label__1
"Permisi kakk maaf mau tanya kode Verifikasi itu kode verifikasi kita / dari shopee.  Aku kok pas mau nulis kode verifikasi ada tulisan ""ketik kode verifikasi shopee yang dikirim ke *****75"" itu maksidnya apa ya. ??? Mohon penjelasannya dong. . 🙇🙇soalnya aku gk bisa kirim pesan ke penjual yang mau aku beli barangnya. . . 😔pliis sekarang jawab😭.  Ya kak aku gak terima lagian juga gak ada.  Jadi gimana dong",__label__3
"SUDAH TIDAK BISA pakai voucher gratis ongkir untuk pembelian produk liquid vape, jadi pindah aja kesebelah yang bisa beli liquid vapor dan tentunya gratis ongkir. 😁 Go go go si ijo lebih baik sekarang... Si oyen di kasih masukan tapi ngak ada perubahan.",__label__1
"Masalah sepele dbuat ribet,harus nunggu bberapa hari buat konfirmasi",__label__1
"Sorry,  lama lama jadi pelit gratis ongkir,  mana jadi lemot bgt lagi aplikasinya padahal buka yt Ig cepet bgt",__label__5
"Semuanya untuk shopee saat ini baik. . , Namun, Saya akan Bintang limakan shopee, jikalau foto barang yg di tampilkan oleh penjual sesuai dgn barangnya (karya foto sendiri, bukan nyolong foto prodak karya tetangga yg sama), tolong d kontrol, kasih hukuman biar mereka bisa berkarya sendiri.  Meskipun bintang lima saya tdk begitu di perhitungkan, tapi, ingat ini sangatlah penting buat perkembangan shopee, agar pembeli lebih percaya,(Barangnya KW, di fotonya barang ORI .  Terima dn kasih. ",__label__3
"Lemot, boros kuota, download seenak jidat menuh""in memori",__label__1
"Murah bgt ,  pertahankan",__label__5
Belanja jadi mudah banget. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍 Aman👍👍👍👍👍👍,__label__5
Sangat bagus dan sangat membantu untuk ibu2 yang males keluar untuk berbelanja,__label__5
"Aneh pas pake shopeepay, contoh kan klo pake vocer jadi harganya 100k tapi klo engga jadi 110k.  nah ini keitungnya yg 110k kalo saldonya dibawah 110k padahal harganya 100k aja.  jadi harus ada shopeepay lebih dari 110k, bru bisa kepake vocernya.  kan gajelas",__label__3
"kak kok tiba"" shopeenya jadi jelek gini sih waktu aku mesan barang kalau beli barang di 1 toko ongkirnya cuman sekali jalan sekarang beli di 1 toko masa ongkirnya ikut disetiap barang? padahal waktu itu aku gak pernah ngalaminnya.  tolong dong itu jadi malas pakek shope kalau ongkirnya berganda begitu. ",__label__3
Mantapp.  membantu meringankan kebutuhan sehari-hari. ,__label__5
"Sangat membantu dalam mendapatkan barang"" yang murah tetapi berkualitas baik. ",__label__5
"Langganan sebenarnya, tapi sayang setiap kali mau bayar tagihan shopepaylater aplikasi dan halaman nya tidak dapat di buka, dan akhirnya saya kena dendaan Itu pun eror sampai berhari2 hingga kena jatuh tempo, saya kecewa sekali karena eror nya aplikasi semua jadi jelek, sedangkan mau melakukan pembayaran kan harus bikin kode, lalu halaman nya tidak di buka, saya juga sebagai customer yang rugi",__label__3
pada tanggal 3 saya order barang di seller akun @cat_lovers sblm mengeroder saya telah chat penjual dan telah memastikan barang saya order ready.  saya melakukan pembayaran segera.  namun hingga penjual tidak mengupdet resi . tgl 6 tiba2 penjual mengatakan barang saya rusak dan sy di minta untuk ajukan pengembalian dana.  hufttrr kapokk saya.  pertama kali di beginiin mana pengembalian dana di shopee ribet.  mohon shopee perhatikan kenyamanan buyer,__label__3
"Kok kenapa setelah update akhir akhir ini sering lemot banget buka seller cantre, padahal koneksi internet  aja, buka youtube pun  juga, cuma shopee aja yg lemot banget, apakah karna pengaruh banyak nya game di dalam aplikasi shopee,",__label__1
Puas dengan prodaknya sesuai keterangan,__label__5
Shopeepay error vangke gabisa transaksi,__label__1
  belanja  spaylater,__label__3
"belanja di shopee ga  t. gak ada harga jebakan, , pokonya the best lah. ",__label__5
Sejauh saya liat di fb banyak kasus drama barang hilang atau kosong pas sampai. Dan tanggapan cs shopee yg se akan² tidak peduli dgn yg mengalami itu.,__label__1
"Katanya ""beli semua di shopee"" Lah gua cari bapak, om², tante² Kok gk ada ya? 🤣🤣",__label__5
Aku suka banget belanja disini banyak vouchernya dan juga gratis ongkir pula,__label__5
G suka aja,__label__1
Oke banget. tapi sayang nya shopee pay later nya tidak ada lagi😭😭😭😭,__label__5
Aku kasih bintang 5 karena barang nya selalu terbaik kalau beli di shoppe,__label__5
"Aplikasi nya bagus banget,  jadi enak buat belanja,  pokoknya harus download deh biar gak nyesel",__label__5
"Hm saya member gold, sekarang susah dapetin voucer gratis ongkir, atau bahkan voucer yang udah di klaim ngga berlaku lagi.  shopee aku belain kamu Lo dari orang yang mau download app belanja selain kamu.  Aku selalu ngeyakinin mereka bhwa kmu terbaik.  Tapi skrang jangan bikin aku kecewa plis. ",__label__3
Bagus udah bertahun tahun paki,__label__5
"aplikasi berak shopee pay later ditolak, padahal data sudah diisi dengan benar",__label__1
   biaya admin gratis saldo  pay potong biaya admin,__label__3
"Belanja aman dan nyaman disini, ",__label__5
Ini kalo ga dapet ip sumpah brrti ada yg pake coding biar dapetin itu namanya curang ya,__label__5
Bagus bnget lho tbltbltbll hrus coba apk ini,__label__5
Pesanan selalu cepat dan simpel,__label__5
Nyesel banget jualan token listrik pakai shoppepay. Masa harus ada biaya admin 2.750. padahal di agen listrik harganya 53.000 kalau gw jual 53.000 juga berarti gw cuma untung 250 rupiah doank. Percuma juga ada voucher cashback tapi koin shoppe ga masuk. memang anda cocok untuk beli barang tapi anda tidak memperhatikan nasib orang yang ingin usaha,__label__1
