label,review
__label__1,apa benar sistem stok dilock shopee sehingga seller tdk bisa update stok ?  Kecewa bgt belanja dr tgl  status msh dikemas trs baru diinfo seller klo beberapa barang yg dipesan stok kosong.  WTF  sekelas official store pelayanan jelek begitu ?
__label__1,Belanja di shopee baru kali ini kecewa huhuhu Meskipun admin konfirmasi sebelum barang diterima tapi tetep saja sedih.
__label__1,Kecewa bgt belanja di shopee dikirim salah ukuran.  Udah jelas bgt salah pas ngajuin pengembalian malah ditolak dan shoope  percaya sm bukti palsu dari seller
__label__1,Baru kali ini kecewa belanja di shopee!
__label__1,GUA KECEWA BELANJA DI SHOPEE PDHL GUA PENGGUNA SHOPEE DR SULU
__label__1,"  kecewa banget nih  kali pengalaman dengan belanja di shopee,  jauh dibanding"
__label__1,baru kali ini kecewa belanja di shopee
__label__1,"  x berturut kecewa belanja ShopeeID ,  penjual mengaku brg ada,  tapi sdh byr,  tdk dikirim.  No.  Transaksi  setelah  hari brg tdk dikirim saat dita,  malah jwb harga sdh naik.  Aduan ke Shopee tdk digubris.  ShopeeCare"
__label__1,"   Juni belanja Apple Pencil melalui Shopee tapi produk yang dikirimkan tdk berfungsi,  kecewa sangat. "
__label__1,"  dr tim @ShopeeID ttp minta no cc yg pasti ga jelas guna apa.  kalau memang mau check transaksi tinggal check no pemesanan aja .  kenapa harus minta no .  Hati deh belanja di shopee sy kecewa sekali ,  dan kualitas pelayanan ke pelanggan ternyata buruk sekali . "
__label__1,Seller kayak gini nih yg bikin gue males belanja di @ShopeeID Gue juga pernah ketipu soal.  Trus sama shopee seller  gak dibanned.  Padahal udah banyak yg ketipu produk gak sesuai deskripsi.  Kecewa
__label__1,"  Sumpah si baru kali ini kecewa bgt belanja di shopee,  padahal ini official store loh min.  Barang bercereran ga bersegel,  beli kaya ginian tuh nabung dulu pas dateng kayak gini,  ya Allah pengen nangis"
__label__1,"  kebijakan shopee sekarang kecewa banget,  suka belanja di shopee karna ada gratis ongkir  rupiah dan free ongkir sekarang malah kena biaya dan ada limit.  Kecewa banget sekarang sama shopee nih"
__label__1,"  Setelah bertahun pakai shopee baru pertama kali ini sih kecewa sama @ShopeeID  kemarin udah complain ke cs dan disuruh cek email berkala tapi sampai skrg belum ada juga.  Belanja bayar lewat shopee pay barang tidak terbayarkan,  saldo di shopee pay juga tetep tdk kembali.  Gmn nih? "
__label__1,Shopee ga asik.  Ga lagi di semua toko belanja  rupiah bisa freeongkir.  Agak kecewa deh
__label__1,Kecewa banget ma @ShopeeID Baru pertama kali belanja di shopee pake cicilan  eh malah ditagih full ma mereka. . .  Jadi buat apa di bkn program cicilan diaplikasi? ? ?
__label__1,"  Gila kecewa banget gw belanja di SHOPEE,  geblek tuh SELLER SHOPEE jelas"" gw pesen celana pendek malah dikirim celana panjang,  ga bisa baca apa tuh seller. "
__label__1,"  Merasa Tertipu dan Kecewa Belanja di Shopee,  Saya Melakukan Beberapa Langkah Ini"
__label__1,"  Kecewa banget belanja di official mall shopee,  udah  hari nggak dikirim juga.  Berkali ta via chat,  selalu nggak jelas jawaban apakah barang udah dikirim atau belum"
__label__1,Kecewa belanja di shopee barang palsu huf
__label__1,Baru kali ini kecewa bgt belanja di shopee :  (
__label__5,"  Mantul banget,  nggak pernah kecewa belanja di Shopee nih Shopee Mantul"
__label__5,"  KETAAN saya nggak pernah kecewa saat belanja di Shopee Barang selalu sesuai dengan pesanan,  pengiriman juga lumayan cepat,  pokok SHOPEE The Best Shopee!  Pilihanku"
__label__5,minta shopee bukan cuman diskon gede tp jg memberikan pelayanan terbaik jg agar sama senang
__label__5,"  pelayanan dari para seller di shopee sangat ramah- ramah,  jadi ketagihan belanja di shopee"
__label__5,"  Udah lama follow dan sering banget belanja pake Shopee,  sampe sodara- sodara aku aku racunin belanja di Shopee dan akhir mereka ketagihan dan puas sama pelayanan juga barang,  wish me luck"
__label__5,"  Shopee memudahkan kita untuk belanja,  dengan pelayanan yg baik,  proses yg tidak ribet,  membuat kita ingin lagi dan lagi belanja.  Apalagi ada gratis ongkir,  bikin semua ketagihan.  Ayo ikutan,  dan menangin hadiah"
__label__5,Ecommerce yang mantap bgt soal pelayanan kepada konsumen.  Shopee termantap
__label__5,Shopee situs belanja no  di Indonesia.  Barang  oke banget dan pelayanan  mantap.  Sukses terus buat shopee
__label__5,"  wow mantap shopee thanks,  terus tingkatkan pelayanan"
__label__5,Wah bagus ya shopee pelayanan memuaskan
__label__5,"  Pelayanan memuaskan dari SHOPEE,  barang bagus "
__label__5,Aku suka SHOPEE pelayanan memuaskan Nomor satu
__label__5,"  Terima Kasih banyak atas Pelayanan shopee Indonesia selama ini, ,  selama belanja Online hanya shopee yg paling memuaskan menurut aq"
__label__5,"  Ini best app yang aku punya   selain mudah transaksi,  Aku juga bisa menghasilkan uang dari shopee.  Oh ya pelayanan yang diberikan sangat memuaskan dan gak bakal kecewa.   Masalahku langsung beres,  ramah lagi,  makin sukaa jadi.  Makasih shopee. "
__label__5,ga tau ini oot atau ngga tp sumpah admin shopee aam pelayanan baik bgt suka
__label__5,"  Dari sekian banyak aplikasi online paling suka sama shopee karena pelayanan baik, tidak mengecewakan, selalu puas, banyak gratis ongkir juga, slalu puas poko"
__label__5,"  Shopee emng baik bangett,  pelayanan super sekali SHOPEE"
__label__5,"  Seneng banget ada toko di shopee yang fast respon dan baik gini pelayanan.  Jadi aku beli hand sanitizer  liter gitu,  dpt free  botol spray yang kecil.  Eh pas dateng ternyata gaada selang di botol spray.  Sebener aku gapapa sih,  cuma pengen cerita aja ke admin"
__label__5,"  Bismillahirrahmanirrahim,  shopee baik banget pelayanan maka selalu belanja di shopee"
__label__5,aplikasi  bagus banget tapi ada satu masalah bagi pengguna pertama kan bisa pilih hadiah hanya  rupiah pas di ceakout ngak bisa jadi gimana ya
__label__5,banyak gratis ongkir
__label__5,"  Bagus deh pokok,  senang berlangganan. "
__label__5,Luar biasa
__label__5,Mantap dah pokok
__label__5,Senang belanja di Shopee
__label__5,Barang yang dicari tersedia lengkap
__label__5,sangat puas
__label__5,"  Tempat belanja online nomer wahid,  dengan banyak promo dan cashback"
__label__5,Sangat bagus dan murah
__label__5,"  Semoga selalu mengedepankan kualitas,  dan kuantitas pelayanan,  Saya sangat man,  menggunakan aplikasi shopee ini,  dan sangat membantu Terimakasih"
__label__5,pelayanan yang diberikan shopee sangat membatu
__label__5,Shopee app belanja yg memuaskan saya
__label__5,"  Seneng banget deh ada shopee,  apalagi masa pandemi gini,  jadi mudah untuk berbelanja dari rumah,  bisa COD lagi,  pokok the best banget deh App Shopee ini luv deh"
__label__5,Barang  bagus bagus saya suka
__label__1,"  ya sudah,  nggak usah belanja lagi.  Saya memang sangat kecewa krn shopee alergi dgn BCA virtual account atau nggak suka dgn BCA. "
__label__1,Kok pelayanan shopee Shopee dan @jntexpressid kurang memuaskan sih  Paket sy malah di kembalikan tanpa konfirmasi ke penerima barang
__label__1,"   kali chat shopee  kali jawaban tidak memuaskan,  pesanan no FHQXE saya kembalikan no pengajuan  disetujui karena barang cacat fungsi dan fisik.  Hari ini tiba ditolak pembeli padahal barang sudah dikirim kembali ke penjual.  Pelayanan ? "
__label__1,PELAYANAN SHOPEE SANGAT TIDAK MEMUASKAN.  SAYA MELAKUKAN PEMBAYARAN LEWAT BRIVA JUTAAN LEBIH.  BuKAN NY DIVERIFIKASI MALAH DiBATALKAN.  PADAHAL PeRINGATAN PeMBAYARAN JAM .   &  PEMBATALAN JAM .  SEMENTARA SAYA TRANSFER JAM .  DI HARI YANG SAMA.  SAYA MAU UANG SAYA BALIK! !
__label__1,"  lagian permaian fitur ini biar shopee ekspres kepake kan min?  tau kok,   tapi masalah tuh ekspedisi lain yang baru pelayan lambat.  toh kalo shopee ekspres pelayanan baik jg banyakal bisa menjadi pilihan.  kalo mau banyak yang pakai perbaiki layanan bukan monopoli layanan"
__label__1,Stiker gue gak pernah dikirim anjir kecewa banget sm pelayanan gue udh tunggu po terus pas sampe barang ada yang kurang yaitu stiker gue pdhl udh bayar full gue chat baik baik di shopee bilang mau dikirim tapi gak pernah sampe
__label__1,Maaf. .  tapi tokopedia dan lazada masih jauh lebih baik pelayanan di banding kalian shopee.  Saya komplain karna sampai sekarang saya masih belanja di shopee.  Dan sudah lama pake aplikasi ini
__label__1,"  Event baru dapat  juta sangat ANEH,  saya sudah mencapai estimasi yang ditentukan untuk melakukan penarikan saldo shopeepay,  Tapi gagal,  dan saldo yang capek- capek saya kumpulkan malah menghilang,  ANEH? ?  Padahal saya pengguna lumayan lama,  Mending jangan ikutan event ini! !  ( saran saya ) "
__label__1,"  Shopee jelek,  payah! ,  ngapain coba koin di tarik kembali,  kata ulasan / penilaian saya kurang sopan,  padahal saya kasih bintang lima tuh di tokok,  kata mana  yang gak sopan? ! ! ! ! !  Cuman ulasan kek gitu aja langsung baper dasar oon,  jadi males mau belanja lagi, "
__label__1,Aplikasi  lebih bagus yg sebelum.  Di upgrade versi baru malah TOLOL sistem .  .  Pas ngetik di pencarian susah  ( erorr )  .  Pilihan hapus yg biasa ad dikeranjang tdk ad.  .  Tampilan coint shopee tersembunyi.   ( Tdk seperti yg sebelum ) .  Lebih ribet tdk transparan lagi.  Kenapa ini dgn shopee.  Saran sy lebih baik balik lagi aj ke versi kemarin deh.  Biar para pelanggan shopee tdk kecewa
__label__1,"  kemarin belanja dapet zonk banget.  Udah mah barang ngga ada ,  terus ngga sesuai gambar,  ada yg beda motif.  Sudah diajukan tapi ngga ada respon . . .  Maaf , , ,  tolong dibantu ya penjual yang tidak amanah ! ! !  Kami juga sama penjual "
__label__1,"  Kecewa banget ,  makin lama sistem dan pekerja di shopee lambat semua ,  proses saldo penjualan tak kunjung masuk dan di proses ,  untuk yg mau jualan di shopee saya saran engga usah ,  saya disini sebagai pelanggan dan juga penjual shope kecewa ,  seandai tau di nama lokasi shope dan juga CS  ,  udah saya marahin ,  respon lambat ,  penanganan tak selesai , lain di sebut lain dijawab ,  sudah saya sebut kendala disuruh nunggu  jam , dr tanggal  s / d  udah jam disuruh nunggu lg,  inti kecewa"
__label__1,"  kecewa bgt sekarang sistem pengiriman diubah jadi gabisa pilih jasa pengiriman pas chekout,  jadi auto pake shopee express.  memang masih bisa diganti,  tapi belum terbiasa dan selalu lupa.  jadi,  tolong dikembalikan seperti semula.  dan buat jasa shopee ekspress ,  tolong,  kenapa proses pengirima selalu lebih dari sehari?  padahal cuma dari jakarta -  bekasi? ?  kecewa bgt.  pernah kejadian beli keperluan tugas,  tapi malah dateng telat "
__label__1,"  Apk sudah bagus, tapi semenjak di perbaharui, sering nge. .  lek, kembali ke halaman utama, tidak memuaskan, padahal jaringa internet bagus, ram memory hp juga bagus, untuk membuka apk yg lain lancar, tetapi khusus untuk membuka apk shopee tetap saja sering kembali ke halaman utama"
__label__1,"  Maaf aku edit,  ketemu juga jelek.  Aplikasi ini sering log out sendiri,  terus dua minggu ini pembayaran bermasalah,  nggak bisa bayar karena kode loading terus nggak muncul.  Udah konsultasi di shopee care,  disuruh upgrade aplikasi,  dan pastikan jaringan data stabil,  udah diikuti dan dipastikan,  tapi ttp aja gtu. "
__label__1,"  Penilaian saya edit,  kenapa akun shopee saya tiba- tiba ditutup.  Saya tidak pernah melanggar aturan shopee,  dan jika ada tidak ada kejelasan sama sekali.  Saya hanya sebagai pembeli,  tidak pernah menjual barang di shopee.  Sebagai pengguna saya sangat kecewa,  selama ini saya hanya menggunakan shopee sebagai paltform belanja online dan tidak ada yang lain.  Tapi ini yang terjadi pada akun saya. "
__label__5,Cara mudah cari cari alat yg kita butuhkan
__label__5,"  Aplikasi bagus,  belanja dr rumah lebih gampang"
__label__5,Kita bisa beli apa saja di shopee aplikasi bagus banget! ! ! ! ! ! ! !
__label__5,Sangat bagus n gk kecewa belanja di shopee
__label__5,shopee apk yg sangat membantu masyarakat krn sekarang banyak kegunaan. . . .  Pokok sukses selalu ya untuk shopee
__label__5,Mantap jiwa
__label__5,shopee memang keren
__label__5,Enak banget belanja di shopee ongkir  murah harga pun terjangkau yuk buruan install shopee
__label__5,Tempat belanja yang termasuk lengkap dan mudah digunakan.  Thanks Shopee
__label__5,Aku belanja di shopee dan sangat puas dengan pelayanan
__label__5,"  Makasi shopee,  mantap dah pokok"
__label__5,Alhamdulillah kualitas brg  bagus. .  apabila timbul masalah dpt diselesaikan dengan baik hingga tuntas. . .  gak kapok belanja di shopee. . .
__label__5,"  Makin suka deh sama Shopee  Pelayanan cepat,  memuaskan"
__label__5,"  Terbantu untuk berbelanja lebih mudah n dpt harga murah,  terimakasih"
__label__5,"  Aplikasi yang mudah di gunakan.  ada shopee semua transaksi jadi mudah,  banyak cashback yang menguntungkan.  banyak gratis ongkir dan voucher,  sangat menguntungkan banget.  Sering juga memberikan promo menarik.  Sukses terus shopee. . "
__label__5,sangat puas berbelanja dengan mudah
__label__5,"  Sangat puas belanja di shopee,  gratis ongkir,  dpt diskon,  sukses selalu shopee"
__label__5,"  Aplikasi sgt bagus bgt,  krn sy bs belanja online tanpa pergi lg ke pasar atau swalayan. "
__label__5,Mudah belanja dlm masa skrg ini hrg murah dan ongkir gratis
__label__5,"  Suka banget belanja di shopee selalu memuaskan,  pokok kalian harus download aplikasi shopee,  klo gak download bakalan nyesel"
__label__5,Puas belanja pesanan sesuai dgn yg diinginkan
__label__5,"  Suka,  tambah kesini shopee sangat memuaskan"
__label__5,Sangat baik
__label__5,Sangat baik dalam bentuk barang dan harga. . . .
__label__5,Aplikasi belanja online yg menyenangkan
__label__5,Terima kasih sudah menyediakan wadah untuk berwirausaha mempertemukan penjual dengan pembeli . .  jaya dan sukses selalu buat shopee Indonesia .  Terus berinovasi
__label__5,tempat bagus buat belanja
__label__5,"  Ada kemajuan sekarang ya shopee,  suka banget karena suka bagi bagi voucher gratis ongkir,  terima kasih shopee semoga tambah sukses"
__label__5,"  Semakin sukses shopee,  mantap sampai ke pelosok desa, "
__label__5,Untuk ada shopee  &  produk  berkualitas original barang   aman sesuai pesanan Makasih shopee Mantul
__label__5,"  Pengiriman cepat dan aman, , ,  puas belanja di shopee karena banyak manfaat"
__label__5,Luar biasa dan Amanah terpercaya
__label__5,Sangat mudah dan banyak pilihan dr yg murah sampai yg mahal komplit
__label__5,"  Di saat pandemi seperti ini,  shopee membantu sekali.  Aplikasi membuat man dan layanan mempermudah belanja yg dibutuhkan"
__label__5,Shopee makin keren
__label__5,"  Saya suka,  marketplace yang mudah,  dan man. .  Terimakasih"
__label__5,Mantul  &  dpt dipercaya. . . . . . . . .
__label__5,Shopee Aplikasi bagus memudahkan dalam belanja secara online
__label__5,"  Aplikasi mantap banget,  untuk belanja gak harus keluar rumah dan lengkap banget serba ada"
__label__5,Pusa belanja di shopee.  Cuma Blm dpt shopee playleter tdk apa. . . tetap setia dishopee. . . tingkatkan terus
__label__5,"  Murah dan terpercaya,  mantap keren"
__label__5,Bagus aku suka sama shopee pengiriman barang cepat dan harga  murah
__label__5,jatuh cinta sama shopee
__label__5,Sungguh memuaskan
__label__5,Puas banget pengiriman cepat banyak gratis ongkir
__label__5,"  Belanja lebih mudah,  banyak pilihan barang,  pilihan toko,  harga,  tanpa kaki pegel"
__label__5,Respon cepat pengiriman cepat puas belanja di Shopee
__label__5,Shopee mudah dan sangat membantu untuk jualan
__label__5,Suka banget belanja di shopee sejauh ini selalu sesuai
__label__5,"  Belanja mudah,  tidak perlu susah keluar"
__label__5,"  Sangat membatu,  aplikasi keren"
__label__5,Aku senang banget pake aplikasi ini belanja di shope tidak pernah nyesel kualitas  bagus oke
__label__5,Pesanan sy sesuai semua. . . wah jadi ingin belanja lagi deh . . . . kurir ramah toko respon cepat. . .  shopee mantul
__label__5,Sangat membantu sekali
__label__5,"  The best paling sering dan banyak gratis ongkir, , ,  mantap"
__label__5,Shopee wow sangat bagus
__label__5,Sangat man menggunakan shopee
__label__5,Belanja di shopee gratis ongkir bikin nagih. .  mantap. . ! ! !
__label__5,Shopee memang juara
__label__5,"  Mantap ,  tidak menyesal belanja online di shopee"
__label__5,saya sangat puas belanja di shopee
__label__5,"  sejauh ini setiap kali belanja di shope alhamdulillah menyenangkan,  seller amanah,  barang yang di jual realpict,  semoga ke depan semakin banyak gratis ongkir "
__label__5,Barang original pengiriman cepat semoga amanah dan barokah ya amin
__label__5,Untuk saat ini shopee masih aman dan terpercaya.  Kami harap tetap bisa menjaga kepercayaan pelanggan.
__label__5,Shopee aplikasi yang pelayanan  sangat memuaskan
__label__5,salah satu hal buat aku senang belanja di shopee mantap varian harga
__label__5,"  Sejauh ini saya berbelanja di Shopee sangat memuaskan,  barang yg diterima sesuai dan real pict. . . "
__label__5,MantuL. . .  Sangat membantu
__label__5,"  Sangat membantu,  sangat puas belanja di shopee"
__label__5,"  sangat membantu saya dalam jual beli online,  terimakasih shopee"
__label__5,"  Barang bagus,  murah n keren deh"
__label__5,Belanja d Shope sangat menyenangkan
__label__5,Sangat amat membantu untuk membeli sesuatu
__label__5,Sangat membantu dalam memenuhi kebutuhan rumah tangga yang baik dan benar sesuai keinginan kita
__label__5,aplikasi belanja paling top
__label__5,"  Mantap shopee memang mantap bikin aku ketagihan belanja,  sampe gak Inget barangya banyak betul yg aku beli "
__label__5,"  Sangat membantu ,  selama memakai shopee ,  blm pernah kecewa ,  recomended bgt"
__label__5,SHOPEE INI SANGAT BERGUNA
__label__5,"   belanja lewat shoope sangat membantu,  apalagi masa pandemi seperti ini, smoga sukses kedepan"
__label__5,Sangat mudah dalam bertransaksi
__label__5,"  Shopee memudahkan untuk belanja di kala pandemi , perlindungan jg bagus jd sedikit kemungkinan untuk tertipu oleh olshop"
__label__5,Sangat membantu saya.  Mempermudah dlm mencari barang yg saya butuhkan.  Terimakasih
__label__5,"  belanja enak gk ribet,  sangat puas deh poko"
__label__3,"  orang pada ribut bilang tokopedia lebih baik yg lain bilang shopee lebih baik,  bagi aku sama aja sih,  udah pake dua2  sama- sama ada kekurangan dan kelebihan masing masing"
__label__3,"  aku make shopee karena barang banyak dari luar negeri trus ongkir sering gratis aja sih,  kalo pelayanan sih kurang menurutku"
__label__3,"  di shopee memang banyak toko yang menjual barang bagus dan murah tapi harus teliti juga liat review soal banyak juga yang suka tipu tipu,  yang dibeli berapa yang dikirim berapa,  udah pernah pengalaman soal,  penjual kirim barang gak lengkap tapi dia gak mau tanggung jawab gitu,  kesel tapi ikhlas ajalah"
__label__3,"  di shopee barang banyak pilihan cukup lengkap tapi banyak toko yang gak beres,  pengemasan suka lama bermasalah,  barang yang leceklah pas mpe atau gak lengkaplah,  jadi tetap aja meskipun banyak pilihan yang murah harus hati hati juga milih"
__label__3,shopee banyak gratis ongkir dan udah langganan belanja di market place ini tapi sekarang udah makin banyak tuh toko yang gak beres pelayanan
__label__3,"  saya tidak melihat kelebihan shopee dari marketplace lain,  biasa aja sih,  cuma udah karna terbiasa aja make  maka belum pindah"
__label__3,"  shopee biasa aja sih,  gak ada yang spesial"
__label__3,"  mungkin shopee seterkenal itu karena pengguna banyakan cewe kali ya suka lapar mata jadi kerjaan belanja terus,  dan juga populasi wanita lebih banyak dari laki"
__label__3,"  shopee tempat saya berbelanja karena udah man aja sih,  gak ada alasan lain"
__label__3,"   Kepada pihak shopee, kenapa saldo shopee pay saya belom masuk juga, padahal di keterangan shopee sendiri menunggu waktu  jam, setelah saya tunggu lebih dari waktu yg di tentukan, mengapa saldo shopee pay saya belom masuk juga , mohon di balas. . . . . . terima kasih. . . ! ! ! ! ! ! "
__label__3,Saran saya lebih tegaskan lagi untuk seller yang menjual agar mencantumkan informasi lengkap mengenai barang yang dijual.  Dari pihak shopee untuk memeriksa kembali kualitas produk  agar sesuai dengan harga.  Dan melampirkan foto asli produk.  Terimakasih^^ semoga makin canggih
__label__3,Memudahkan berbelanja dan jualan Meski potongan besar untuk yang jualan hehe
__label__3,"  Pelayanan bagus dan respon cepat,  hanya saja pengiriman barang dari seller agak ngaret,  slow dan lemot. .  tolong untuk rekanan grab dan kurir instan lain hrs dipantau lagi,  krna bbrpa kali sy di minta tambahan ongkir lagi oleh grab yg ditunjuk oleh shopee dgn alasan bawa barang beresiko dan jauh. .  mudah kedepan akan lebih baik lagi"
__label__3,"   Sangat- sangat membantu untuk di masa sekarang apa lagi untuk orang yang yang tdk suka berbelanja keluar rumah seperti saya,  tapi sangat disayangkan shopee banyak lag ,  games  juga banyak bug .  Tolong diperbaiki lagi ya"
__label__3,Bagus tapi kenapa pesanan selalu dikirim besok nggak setelah barang di pesan
__label__3,"  Bagus sih , cmn skrng shopie pelit gratis ongkir"
__label__3,Aplikasi berat amat. . .  cuma membatu dlm pemblanjaan online. . .  tpi kinerja aplikasi cukup menyulitkan kelamaan untuk login. .
__label__3,Sekarang agak susah app shopee ini.  Dulu banyak pilihan jasa pengiriman.  Skrg kok jdi umum gini pilihan lsg ditentukan dri pusat utk pengiriman.  Seperti kmi pelanggan luar jawa kebijakan dulu itu sangat membantu.  Klu bisa pertimbangkan lagi dong.   Thanks shopee
__label__3,Biasa saja
__label__3,"  kenapa paylater saya ga ada,  padahal sering belanja,  temen saya ga pernah belanja tapi ada"
__label__3,B aja
__label__3,Baguss banget sebener.  Tp kenapa hari ini shopeepay ngga bisa digunakan ya?  Error mulu nih.  Hehe
__label__3,"  Selama ngga bisa pilih jasa pengiriman sendiri jadi males pake shopee,  enakan dulu bebas pilih JNE JNT atau apa aja krn kita lebih tau man kurir mana yg kerumah. "
__label__3,Lumayan. . . . . . .
__label__3,Saya sangat suka shopee.  bahkan saya sering sekali berbelanja ke shopee.  Tapi saat saya ada komplen sama si penjual .  Pasti tidak ada tanggapan .  Apalagi jika barang sampe tidak sesuai dengan keinginan rasa saya kecewa
__label__3,Shopee  bagus banget tapi sayang  pas saya sudah ngumpulin banyak koin shope tiba tiba semua teriset pas saya baru aja ganti profil dan nama jadi semua koin shopee saya habis + juga harus login lagi tapi tidak bisa login bagai mana ya ?
__label__3,"  Min , ,  kenapa habis di upgrade malah gak bisa ini itu mau buka Shope games gak bisa .  Malah ada gambar terus coba lagi gitu"
__label__3,Kenapa sih setiap beli shopeefood selalu ga bisa di pake voucher  padahal memenuhi syarat
__label__3,Kembalikan sistem memilih kurir sendiri gak enak kalau kurir dipilihkan oleh pihak Shopee
__label__3,Shopee sekarang pelit ongkir
__label__3,Mengapa jika ingin menggunakan shopee pay terkadang blank putih
__label__3,"  Untuk pengguna lama jarang ada gratis ongkir extra dengan metode pembayaran non shopee pay.  Sementara klo isi shopee pay harus mengikuti target dari shopee.  Jadi kadang uang lebih,  padahal masih dibutuhin buat belanja diluar shopee Untuk yg lain sudah bagus sih. . "
__label__3,"  Pengiriman  nggk bisa milih itu kyk aduh gitu. . .  Kalau pas dapet  ekspedisi cepet sih alhamdulillah pas dapet yang super duper lemot tapi bayar  sama itu kyk aduh gatau lagi. .  Padahal pas butuh ""  jadi bingung . . "
__label__3,"  lebih tingkatkan pelayanan,  terutama dalam pengembalian uang jika produk habis. "
__label__3,Sudah member platinum lama tpi keuntungan sama aja sama member silver akun satu. . .  Yang platinum malah voucher sedikit banget. . . .
__label__3,"  Sbg pembeli sering salah klik di notif ""pesanan diterima"" rasa kawatir yg sangat amat,  takut barang tidak sampe padahal dana sudah tertransfer ke penjual sering kali penjual tidak respon kalau dihubungi dan kerugian yg paling fatal garansi sudah tidak berlaku sehingga pembeli tdk bisa komplain atau mengembalikan barang apa bila ada barang rusak atw tdk sesuai pesanan.  Tolong dong diperbaiki di notifikasi pengiriman pada kolom ""pesanan diterima"" jangan diaktifkan dulu sebelum kurir sampai. "
__label__3,"  penyedia barang harus lebih di kontrol lagi,  biar gak asal kirim barang yang tidak sesuai pesanan. . "
__label__3,"  Sementara ini lumayan bagus,  untuk pengguna shopee seperti sy yg baru belanja online, disaat pandemi seperti ini,  terimakasih"
__label__3,Lumayan si Untuk belanja . . . kurang ga bisa pilih ekspekdisi pengiriman jadi g bisa milih. . .  kembalikan seperti dulu dong. . . .  biar pembeli bisa memilih ekspekdisi
__label__3,"  Bagus ,  tapi pengiriman  terlalu lama,  padahal barang dari jakpus dan saya dijakbar tetapi knp lama"
__label__3,"  Saran saya untuk penayangan iklan penjual bisa di lokalisasi, ,  misalkan iklan bisa di atur hanya untuk wilayah Jabodetabek saja,  jadi yg lihat iklan hanya untuk wilayah Jabodetabek saja,  jadi gak buang saldo iklan, ,  terimakasih"
__label__3,"  Tidak bisa pilih jasa pengiriman ,  padahal kan setiap orang memiliki pilihan jasa pengiriman dia yang mereka pikir lebih bagus dan lebih cepat"
__label__3,"  Blm memuaskan,  karna aku udah upgrade tpi tetap ga ada shopepaylater"
__label__3,Sedikit saran untuk hadiah shopee sebaik di undi secara manual saja karena lebih meminimalisir kecurangan
__label__3,"  Kepada pihak shopee tolong batas pengiriman pesanan dipersingkat,  biar cepat sampai ke pembeli,  masak  hari baru dikirim . . . padahal star seller,  aplikasi sebelah pesanan paling lambat  hari sudah di terima"
__label__3,Biasa aja
__label__3,Cukup
__label__3,"  Untuk permainan shopee tanam nominal satu tetes tambahin dong massa satu tetes satu rupiah nunggu lama,  ganti bayar,  update shopee terusan. .  "
__label__3,Kok sekarang tidak bisa lagi jualan keluar negeri. .
__label__3,Jasa kirim hemat seperti ribet dan tidak bisa dipakai.  Tidak seperti dulu voucher mudah dipakai.
__label__3,Ongkir jangan mahal dong
__label__3,Kurang puas
__label__3,Aplikasi bagus tp sangat disayangkan ada penjual yg memberikan informasi palsu penjual  bernama morak_marik tolong ditindak lanjuti shopee
__label__1,"  ruang chat dengan aplikasi tidak jelas dan sulit,  tidak memberikan jalan keluar"
__label__3,"  Pdhl suka banget belanja pake shopee cmn skrng voucher gratis ongkir  banyak yg ga mau ke pake kalo cashback sih ada terus cmn gimana juga klo ga ada voucher  tetap mahal ongkir harus nunggu shopee bikin event baru bisa belanja, ,  huh pdhl masih banyak yg pengen di beli"
__label__3,Tolong di tambahkan fitur cetak resi untuk memudahkan penjual
__label__3,"  Alhamdulillah sejauh ini saya belanja di shopee man,  aman dan bagus juga.  Tetapi kenapa skrng shopee pelit banget sama voucher Gratis ongkir.  dulu di kasih gratis voucer,  untuk membantu kita yang jarak jauh diluar pulau jawa bisa kepotong ongkir ini skrng pelit banget sama voucher.  skrng ada yg di jual aneh deh makin ke sini bikin ribet juga,  sedih jadi.  Tolong yah di tingkatkan dan harus konsisten dong.  Makasih. "
__label__3,Voucher tolong jgn kebanyakan untuk pengguna shopepay dong.  Kita pengguna shope biasa dikit bangat voucher.
__label__3,Koin sudah dapat banyak dari games kenapa selalu hilang ?
__label__3,Saya sering belanja di shopee tapi knp saya tidak dapat gratis ongkir lagi?
__label__3,"  Kata khusus pengguna baru dapet bonus saldo shopeepay seratus ribu tapi kenapa yang masuk hanya tiga puluh ribu  atau mungkin ada kesalahan,  Shopee ? "
__label__3,"  Aplikasi bagus tapi sayang  klo belanja flash sale gak bisa cod,  gak kayak apk sebelah"
__label__3,"  Utk belanja shopee tak ada dua, ,  hanya saja spaylater saya blm bisa digunakan "
__label__3,"  Lumayan sudah ada perbaikan. .  cuma pengembalian dana masih belum cepat beda sama aplikasi sebelah,  begitu barang return di terima penjual dana langsung di kembalikan tidak harus tunggu di cek lama dulu.  Padahal kan sudah ada bukti foto"
__label__3,"  Ini kenapa ya,  setelah transaksi selesai kok ga masuk ke saldo seller? ? ? !  Baru hari ini kejadian,  biasa langsung masuk saldo"
__label__3,Udah mulai banyak drama shopee. .  Ga kaya dulu
__label__3,Bagus tapi semakin mahal ongkir
__label__3,"  ternyata pake shopeepay later ada bunga even kita bayar tepat waktu,  kirain udah termasuk di biaya layanan aja,  jadi mahal lah belanja kita"
