review
__label__3  kesini kebijakanny aneh download belanja kali bayangkan transfer pakai ktp pinjam uang ngeluarin uang akun beku diapa apain imbasnya rugi saldo shopeepaykoin data ktp verifikasi akun dihapus shopeepay latter gagal aktivasi hadeehh kasih bintang semangat perbaiki aplikasinya kak
__label__3  shopee tolong metode pengiriman kargo metode pembayaran cod murah membeli barang beratnya kg ongkirnya
__label__1  kecewakan
__label__5  shopee toko amanah kaya lazad toko amanah penipuan
__label__3  kecewa shopee belanja gagal voucher dipakai dipakai pakai akun akun mohon diperbaiki nyaman belanja shopee normal kasih bintang
__label__5  shopee error tibatiba login susah verifikasi puzle bisabisa
__label__3  potongan gratis ongkir toko mmberlakukan minimal belanja rp cek potongan ribu belanja rp pas cekout potongan ongkir akun semoga mndapat solusi belanja kmbali terimakasih
__label__3  pas kemarin topup via virtual acount bank shopeepay menitan jam masuk komplen terlambat bayar pesanan user pelayanan kurg puas hmm uang ckup dikirim
__label__3  ketipu orang papa sedekahin
__label__3  perubahan sistem penentuan jasa kirim sampainya barang pakai jasa kirim sukai turun deh bintangnya usul sistem jasa kirim konsumen jasa kirim terbaik
__label__5  mantapterus kasih diskon soppy kurir lancar
__label__5  puas perfect pokoknya urusan jual beli transaksi
__label__5  membantu dijaman
__label__1  aplikasi kasih pitur paylater stelah aktifkan bisadapet notif suruh tunggu suruh belanja bayar tagihan pulsa bpjs dll niat kasih paylater pasang fiturnyamasih kalah lazada serba mudah
__label__5  suka shopee harga barang keluarkan murah terimakasih shopee indonesia
__label__5  yaman pakai aplikasi kalok belanja tinggal pesan doang rumah
__label__1  beneran gratis ongkir bayar malas belanja shopee
__label__1  lambat aplikasi susah kali awak searcing barang gimana shopee
__label__3  barangnya bagus pelayanan enak deh pakai shopee recommended kalean tapii april emm gimana ingetin yaa wolak walik jaman hidup bisnis diatas kadang bawahwkwkwk kecewa daftar diterima perusahaan aowkwwkkwkwkwkwkwwkwkwkwkwkwwkwkwwkkwkwwkwkkwkwwkkwkwkwkwkw lihattuh twitter trending aowkwkwwk sorry gabut bjir aowkwkwkw
__label__1  kenap bonus shopee pay dapatkan undang teman cair dompet shopee pay kuknp maksimal xjam xjam mhon penjelasannya
__label__3  coba kak semoga betah
__label__5  product sesuai descript cepat kurirnya untungnya promo belanja terimakasi shopee
__label__3  ui lemot
__label__1  kecewa shopee belanja merchant terdaftar shopee cashback pindah aplikasi sebelah
__label__5  barangnya murah senengnya gratis ongkir insya allah aman
__label__3  suka shopee gratis ongkirnya batasi chekout kali mencapai limit harian gratis ongkir lancar jualannya gratis ongkirnya untungnya minin
__label__1  kali buka telusuri langsung putih layar
__label__1  akun nonaktifkan proses ribet malas tinggalkan shopee pindah sebelah
__label__3  menyesal turunkan bintang diganti bintang disebabkan chat shopee penilaian puas diakhir chat chat shopee kasih bintang
__label__5  puas terima kasih
__label__3  shopee pakai kurir juta kayak kontl pengiriman tibatiba status barang gagal hubungi menghubungi tibatiba status gagal habis barang return
__label__1  shopee babi sial setan keparat
__label__3  gratis ongkir indonesia papua ongkir meledak pelayanan bagus ongkir papua mahal
__label__1  shopee kesini pelit kasih ulasan koin turun koin koin malas kasih ulasan
__label__5  suka aplikasi
__label__3  shopee bntr warning halaman diperbaiki halaman kek sie shopping ribet
__label__1  tolong shopee perusahaan id exspres menghabat pengirimanya
__label__5  bagus siip belanja shopee
__label__1  pengiriman lambat perbaiki beli toko berlokasi tangerang penerima tangerang nyampek
__label__1  estimasinya
__label__5  mudah transaksi
__label__1  aplikasi voucher cashback batasin beli gratis ongkir cashback miskin sokan event tv pakai grandprice mobil dsb sgala denger grandprice beritanyasettingan mending pindah aplikasi sebelah promonya selamat shopee berkurangnya pelanggan
__label__1  berkurang
__label__3  diberanda lihat gambar gimana pesannya log out log gambar zaya hapus chache gambar
__label__3  tolong deh shopee pengiriman pakai shopee expres seminggu cepat masak aplikasi belanja nomor pengirimannya pelanggan kecewa pengiriman
__label__1  aplikasi berat diunduh
__label__5  suka belanja shopee mudah bagus semoga ku
__label__1  ngaceng aplikasi
__label__5  fitur lengkap mudah dipahami promo belanja aman terbaik
__label__3  belanja shopee menyenangkan pling suka aplikasinya update update lemot update minggu sebulan malas buka playstore update aplikasi menerus
__label__5  download aplikasi shopee berbelanja online dijamin belanja online mu seru puas diskon menarik
__label__1  ongkir mahal aslipake voucher gratis ongkir kepotong ongkir
__label__1  gratis ongkir huu
__label__5  senang belanja shopee
__label__1  tarik dana shopeepay sial
__label__1  uang hasil jual produk dishopee masuk kemana catatannya masuk rekening pas cek masuk prosesnya
__label__3  ubah pin tolong shopee lupa pin mengganti
__label__3  seller biaya program cashback extra gratis ongkir extra mahal total produk niat jual murah bersaing seller terbebani biaya program sayang ecommerce ijo sebelah ditotal kena biaya
__label__1  gambar anjingg belanja gambar jaringan lancar tolol
__label__1  aplikasi berat dibukaaneh buka aplikasi berat kayak game online hp guegak shopee bermasalah gimana sebelumsebelumnya kayak ginitolong shopee meninjau aplikasinya berat dibuka
__label__3  kecewa shopee platinum free ongkir terbatas olshop pakai cargo minus dana narepin free ongkir kyak free ongkir pakai syarat minimal belanja kali kali jualan deh
__label__5  shopee murah dl promo bsr monopoli promosi plnggan
__label__1  kebanyakan pemain boot cenderung permainan flash sale tertulis stok cek out harga normal
__label__3  verivikasi sesuai salah gimana tolong bantuannya ambil uang
__label__3  kak beli barang shopee suruh lagin lupa email login pakai nomor hp dipakai aktif
__label__1  payah langsung login
__label__3  kasih saran shopeefood daerah
__label__3  saran shopeepay top up saldo bank rakeningatm pelung top up alfamart indomaret dll
__label__1  splatter dikurangin pdal bayar telat
__label__3  shopee sial pengguna pas beli barang pakai voucher rp tunggu belanja pakai voucher tolong developer atasi bug semangat belanja malas
__label__3  kadang kesal tokony
__label__3  shopee chek out barang chek pengiriman wifi sinyal bagus pakai seluler buka aplikasi berat shopee
__label__3  shopee transfer tinggal kirim bukti transfer ngeblank pas mah kirim bukti transfernya chat ngeblank haduh uang
__label__5  terimakasih bantuan shopee mudah pesan barang
__label__3  dana cepat merugikan
__label__1  admin menangani permasalahan ketidaksesuaian barang dibeli fair merugikan konsumen tolong dibenahi
__label__5  membantuwajib downlod
__label__3  dear shopee perbanyak voucher ketentuan apapun belanja ribu pakai voucher tolong voucher ongkir cashback diringankan persyaratannya minimal pembelian ribu cashback krisis voucher voucher dipakai belanjanya terimakasi
__label__3  pembayaran pakai transfer pakai biaya orang pakai shopeepay pas isi shopeepay kena biaya admin bohong vouchernya kebanyakan syarat kaya redho kasih voucher pelanggan coinnya lngsng dipakai habis belanja aplikasi ecommerce pakai memori kuota
__label__3  ngerihh ongkirnya shopee tokopedia sejenisnya beli barang daerah
__label__1  shopee anehtiba fitur cod dipke
__label__3  belanja shopee kendala lancar kadang bingung kirim pakai shopee express standard kurirnya pakai apadi lacak
__label__1  iklan berkali susah main hp jugaini kesannya kaya maksa lohh iklan nyamana berkali iklannya
__label__1  komenku hapus ongkir sesuai
__label__5  mantap saran shopee bijak pengembalian dana
__label__5  mantap dowload shopee diskon gedean apapun
__label__3  percaya belanja meliat hp batam berceceran kualitas hp btm batam
__label__1  kesini aplikasinya kaya
__label__3  pakai aplikasi shopee kali aga kecewa butuh bayar transfer by va kmren tanggal profil shopepay nongol tolong perbaikan infokan cs jawabanya baca komen ig transfer by va
__label__1  akun hack
__label__5  shopee bagus pokok shopee pay later trima bagus
__label__3  ku kasih soalanya susah aktivkan spaylater
__label__3  semalam belanja tanggal pilihan pembayaran cod diangka kebawah voucer ongkir minimal belanja belanja cod admin tolong peraturan puas shopee perubahan peraturan via cod tolong
__label__1  penggunaan voucher casback terbatas semudah embel extra casback barang voucher market place ijo tolong perbaiki konsumen beralih
__label__3  lumayan bintang jarang kasih voucher gratis ongkir kalopun dikasih gagal berbelit pakai voucher gratis ongkirnya kaya hati kasinya bintang saaya pembeli
__label__5  sukses memudahkan belanja kebutuhan
__label__1  pembelian pulsa pulsa masuk kayak shopee menipu
__label__3  pesanan dibatalkan keluoaan transfer beli proses transfer bank tujuan terdaftar pakai bank emosi gueh butuh
__label__5  free ongkir banyakan bro pas event ajah
__label__3  maaf pas pilih metode pembayaran pilih bri cek otomatis tulisan bri cek otomatis tolong diperbaiki servernya beli
__label__3  maaf kasih bintang kmren beli paket data masuk complain responnya
__label__5  membantu orang sibuk kerja kaum rebahan
__label__3  pakai shopee ongkir ngotak voucher gratis ongkir pakai checkout pesanan pakai tolong perbaiki
__label__5  keren emakk ketagihan awokaowkaowkao
__label__3  shopee lelet
__label__1  shopee malas
__label__5  puas belanja sopee barang lengkap harga pas
__label__1  shopee pay latter bayar telatbelanja shopee ku tunggu limit shoppepay latter juta ambil hp limit berbulan shopee pilih kasih limitnya fiks pensiun aplikasi
__label__5  memakai shppee barang aman tujuan
__label__5  shopee juara belanja online terimakasih shopee memudahkan belanja keperluan butuhkan
__label__1  buruk akun pembayaran
__label__5  mantap kasih vouchernya
__label__5  bagus trpercaya harga murah kualitas bagus mahal
__label__3  lemot pesan tolong perbaiki kecewa pelanggan percaya shopee pas pakai
__label__1  jualan shopee rugi harga produk ribu ongkir pembeli ribu pembeli dana ribu bayar ribu gantiin ongkir barang return bayar barang kirim pembeli ribu merasakan rugi rbrb ribu produk shopee gila yaa
__label__5  shopee murah cepat pelayanannya terimakasih shopee jaya
__label__1  habis perbarui lihat live nge lemot ampun
__label__1  woihp rusak pakehp login lupa pasword knapag pakai nomor telepon pakai verivikasi smswaini susah belajar kek kyak tokopedia waluoun lupa paswor daftar ulang nomor hp pakai kode verivikasi bodoh bodoh bodoh bodoh
__label__5  mantaap daerah ku barang shopee solusinya
__label__1  mengecewakan
__label__5  bagus ppkm
__label__5  barang jual realpick cepat pengirimannya mahal ongkirnya he
__label__3  bagus bintang tingkatkan spaylater belanja shopee pinjam tunai ditingkatkan fungsi kartu kredit
__label__1  dpat hadiah ipon ambil
__label__3  belanja shopee belanja ribu gratis ongkir gratis ongkirnya potong vocher stengahnya ttep ongkirnya ongkirnya mahal
__label__1  sekrang isi plsa susah error
__label__5  senang puas berbelanja shopee terima kasih shopee
__label__1  kntl main blokir sial pesan makan persulit sial
__label__1  susah pengaduan barang hilang
__label__5  puas belanja shopee barang realpict kek aplikasi sebelah terimakasih shopee and seller
__label__3  shopeepay later pakai tagihan dilunasi kasih limit pakai pakai kunci
__label__1  aplikasi lemot buka youtube lancar
__label__5  barangbarang berkualitas
__label__3  seru puas maaf pas tekan gambar tekan gagal hp diperbarui menit perbaiki sukses shopee
__label__5  belanja shopee mudah simple spaylater
__label__5  semoga maju shopee terima kasih shopee membantu belanja
__label__5  spaylater perbaikan logut masuk tolong perbaikannya gimana
__label__3  pakai shopee kendalanya kemarin dibilang coba cek sinyal wifi buka aplikasi lancar streaming yutub patah patah disuruh cek jaringan sarannya lemot apknya pas buka aplikasi kinerjanya shopee menurun nyaman belanja buka aplikasi error hadeh mending pindah ecommerce lbih
__label__3  pembaruan
__label__5  belanja gampang bagus terimakasih shopee
__label__1  daftar spayleter accbeda sam aplikasi sebelah langsung acc
__label__1  habis update buruk koneksi cekout
__label__5  suka belanja shopee maunya koin pas belanja sukses shopee amin
__label__5  aplikasinya nyaman mudah puas
__label__1  payah aplikasi berat beda dngn aplikasi tetangha
__label__1  harganya mahal mahal
__label__5  alhamdulillah belanja shopee mudahan sperti
__label__3  kualitas barang sesuai bonus dijanji contohnya pesan sandal bonus tas selempang sandalnya bonusnya tolong pemberian bonusnya diperhatikan mengecewakan custamer terimakasih
__label__3  shopee bner borross kuota deh perbaiki kuras kuota ampun event upgrade iyasih upgrade aplikasi lemott perbaikin deh kebanyakan upgrade boros
__label__1  keamanan ribett
__label__3  perbaharui shopee loading main gamenya susah beli pulsa susah cari produk susah loading jaringan bagus kuota loading coba pakai wifi takutnya jaringan error loading tolong perbaiki ubah bintangnya
__label__1  apus pilihan pengantaran anteraja nganternya molor estimasi
__label__5  tolong user pembeli kasih rating serius bingung bintang penjelasan pembeli bingung
__label__1  seller shopee drama event contoh kaya kmrin scarlet dscount besaran yglajn discount cost pda rela begadang tidur tunggu event seller balas kesalahan system kecewa mending pindah tokopedia lazada shopee seller event promo besaran pas kirim balas kesalahan system tolong perbaikannya
__label__5  suka harga murah deh diskon gratis ongkir
__label__1  ongkir kemahalan paham toko sbelah ribu elu ribu gila kali instal aplikasi semoga cepat bangkrut
__label__3  puas shooee gratis ongkirnya pakai later gratis ongkirnya susah ongkir mahal belanja pakai spayspay later gratis ongkir kecewa
__label__3  tolong juta hapus shopee nyaman pakai juta kurirnya etitude kayak ngemis tugas juta butuh uang pemasukan hapus shopee
__label__1  shopee pelit undang blekpink gf suju korea puasi pelayanan parah cuman voucher freong gabung cashback parah sibuk promosi doang kualitas jelek
__label__5  puas belanja shopee
__label__3  belanja shopee main gamenya sehari main game shopee game shopee akses asyik update kecewa
__label__5  sopie kebutuhan keluarga ter bantu aplikasi sopie
__label__3  kak lihat produk toko dibilang halaman dalama perbaikan pagi
__label__3  assalamualaikum kak suka belanja shopee toko tipu kak transfer uang chek out tanggal kemarin tolong lh kak kerja samanya
__label__3  maaf shopee pesanan batas pengiriman haarusnya penjual mengirim tanggal tanggal batalkan tanggal kirim otomatis shopee pay lha gimana
__label__3  shopee beda checkout koin duout voucher batas minimum belanja janmtang kasih penilaian aplikasi jelek uninstall shopee beda komen suka lagu iklan shopee nadanya lagu you know ill get remix asli enak terngiangngiang
__label__1  invite teman uvent shoopepay juta reward masuk lolos kyc invite orang satupun masuk link betu hapus akun ulang masuk reward
__label__3  aplikasi update login akun akun didaptar pakai akun logout pas log pakai akun dipakai ktrngnnya email
__label__1  barang jualan laku saldo iklan habis rpharus trilliun saldo iklan habis laku barang jualan namanya aplikasi lintah daratpenjual untung pengeluaran lakuno rekomendasi dasar aplikasi sampahlebih tokopediangakak lihat koin koin rp dasar aplikasi sampah
__label__1  niat ikutan event juta pas wd gagal log out login berbuat kecurangan apapun
__label__5  belanja murah diskon gratis ongkir barangnya berkualitas
__label__5  membantu trimaksih
__label__1  tolong shopeekondisikan botnya
__label__3  aplikasi memudahkan belanja online harga murah promo diskon gratis ongkir hadiah melimpah performa aplikasi jelek kesal kuota sinyal penuh loading aplikasi keranjang error bolak masuk shopee gangguan server error apalah gambar putih doang update nyedot kuota pemborosan gara bolak aplikasi tolong tolong tingkatin
__label__3  cashback iphone flash sale
__label__5  langganan tokok
__label__1  kecewa shopee kesini susah biarkan memilih ekspedisi pengiriman ketentuan shopee memilihkan paket dikirim barang dibutuhkan dipakaishopee standar express lemot overload kembalikan hak memilih ekspedisi terimakasih
__label__1  shopee top up shopee pay checkuot dikeranjang pesanan notif barang shopee update play store selesai update
__label__1  voucher belanja
__label__5  intinya bagus batlah
__label__3  ganti hp install shopee login login menverifikasi wajah lakukan berulang gagal bantuan chat shopee telp email
__label__3  saldo shopee pay total orderan keterangan maaf saldo shopee pay aplikasi update pakai shopee pay
__label__3  senang belanja shopee kesal pengangkutannya tahan gudang kota kesalkan
__label__3  kecewa belanja alamat dibilang lengkap lengkap kasih rw nomor rumah salahnya dimana
__label__3  tolong bantu sistem transfer saldo shopeepay akun dedsshoppee jam proses terima kasih
__label__3  seller nakal kasih tindakan terkadang barang cacat kirim sellernya kadang konsumen malas retur pertimbangan biaya mohon perhatikan shopeenya penyedia layanan
__label__5  barangnya dikemas rapi pengiriman barang cepat kurirnya ramah
__label__1  perbaikin aplikasi lemot
__label__1  kecewa shopee deh berjualan belanja shopee
__label__1  woy kembalikan pulsa ku isi langsung dana shopeepay berkurang orang emosi tangis gara aplikasi kecewa
__label__5  barang ori mall belanja murah barang ori
__label__5  membantu pas butuh
__label__1  aplikasi buruk penjual menipu barang sesuai inginan lihat ajah pesan barang buka pengantaran barang sesuai langsung kurir suruh orangnya
__label__5  shopee terbantu terimakasih maju berinovasi
__label__3  shopee error anggota silver hilang belanja dishopee akun beli barang diceckhout bantuan shopee masalaha beli barang diceckhout tolong
__label__1  beli lihat produk shopee leg lemot kesal
__label__1  buka opsi pembelian jaringan lemot lemot tolong
__label__5  aplikasi lengkap shopee letter shopee pinjam shopee food
__label__5  nyaman belanja shopee belanja kenalpot sepeda motor pas
__label__5  membantu barang murah berkualitas
__label__5  aplikasi bagus serba heheheh kasih bintang pokoknya mah
__label__1  gangguan jelek
__label__1  pengiriman buruk
__label__1  kasih bintang penarikan shopee pay orang tarik dana shopee pay berati malas belanja shopee kebutuhan mendesakjika malas belanja berati sesuai disytem promonya orang tarik dana kebutuhan mendesak berati butuh uang shopee pay tarik dana tunggu dongmending ditaruh ovo lngsung cair
__label__1  aplikasi lambat lelet sedunia ribet perbarui heran
__label__5  problem solve device loading galeri dikirimkan chat shopee detik cepat detik update versi terbaru tanggal terimakasih perbaikannya shopee
__label__3  shopee enak kek kemarin buka toko diikuti skrang muncul putih sinyal bagus kemarin shopeepay laternya skarang tolong gimana
__label__3  sebenernya shopee enak ribet barang murah shopeepay gratis ongkir kejadiannya pakai shopeepaylater tenggangnya tanggal bulannya kemarin bayarnya bru tanggal nomor problem perapril bru tanggal astagfirullah telfonin menit nomor kenal sisa tagihannya ribu kecewa ganggu aktivitas orang bayar hubungi telat bayar
__label__5  terimakasih belanja shoffe puas
__label__3  mudahmudahan aman bertransaksi shopee mohon update aplikasi harga berubah tibatiba aplikasi berjalan pencarian barang posisi transaksi
__label__5  puas pkok deh belanja shopee
__label__1  limit
__label__5  mantap promo
__label__5  pokoknya aplikasi belanja mudah murah nyaman
__label__5  sinarnya terang kwalitasnya bagus packing rapi matur nuwun gan
__label__3  shopee pelayanan bagus pembeli seller anak tirikan pengiriman cek mitra ekspedisinya barang dikirim kostumer seller tekor ekspedisi teledor
__label__3  tolong penggunaan voucher cuman buah ongkir voucher cashbackdiskon ongkirnya voucher standar voucher toko voucher diskon bersamaan contohnya voucher ongkir voucher cashback voucher toko voucher pelanggannya voucher kebuang sia sia kasih juta bintang kasih fitur approv
__label__3  spaylater tampil pmau bayar tagihan takut berbunga tampil cba hapus chac tampil
__label__5  belanja shopee murah
__label__3  muncul kecewa nulan bayar tagihan menu susah dibuka batas vocher tagihan habis menu terbuka otomatis vocher hangus shopee koin bayar indihome dibatalkan reward koin batal untung cek batal cek terlanjur percaya besok mengandalkan indihm pam bawa ketempat iming vocher tagihan tertarik
__label__1  mohon tim shopeemengapa login akun shopee sayaverifikasi wajah tolak kesulitan log nomor telpon fasword
__label__1  tim analisa bodoh main banned nonaktifkan akun sembarangan nasabah pengguna aktif akun mungkjn lupacoba cek akun aktif
__label__5  produknya bagus sesuai kebutuhan pelayanan pengiriman cepat
__label__1  gimana minimal shopee pay blokir aplikasi
__label__3  suka belanja shopee kenal olshop shopee update kecewa pilih ekspedisi check out milihnya check out ekspedisi pengiriman sesuai estimasi suka shopee
__label__1  jelek free ongkir
__label__1  shopee canggih penjual input brang berat kg pcs pembeli membeli pcs tolong data kg kg ujung penjual kena cas ongkir selisih berat kayak tokopedia barang pcs kg pembeli beli pcs data masuk kg penjual kena kerugian ongkiraah gimana
__label__5  oy minimal gratis ongkir gimn
__label__3  sekedar saran top up shopee pay indomart alfamart kesusahan voucher pembayaran shopee pay top up transfer rekening pakai kartu atm gajian kantor koperasi yayasan
__label__3  minn shopee ku terhenti masuk voucher kaya co dongg kesal kmren co pakai voucher barangku satunya tertera diterimaa gimana mohon diperbaiki minn co malemm
__label__3  mohon kontak pribadi pengguna diperketat pengamanannya sms undian berhadiah mengatas namakan shopee link isinya hadiah hadiah shopee ragu shopee hadiah mobil motor dll semoga tertipu
__label__1  iklan buerat buka langsung lemot apknya error saranku iklan kasih diawal pakai hp apapun error
__label__3  minggu memverifikasi nomer telepon gadapet smstlp shopee beli barang shopee tolong diperbaiki
__label__3  shopee nomor kurirnyasaya minggu kemarin pesan barang pas rumah pas dilacak pelanggan ditempat tunggu rumah berjam jam adain sebelah telp kurirnya paket dibalikin penjualnya dikirimnya dipakai pas lebaran terpaksa pakai rumah
__label__5  aplikasi mantap aplikasi market trimakasih shopee
__label__3  aplikasi gunakantidak buka pemakaian datanya mb perhari
__label__5  alhamdulillah semoga shopee amanah
__label__3  shoopee enak kecewakan gratis ongkir
__label__5  membantu barang pokok bayar pakai shopee paylatter trimksih shopee
__label__5  cs shopee cepat pelayanan pengalaman pribadi even on the weekend responsif
__label__5  alhamdulillah produk original respon aplikasi bagus lengkap the best aplikasi belanja
__label__3  du update lemot bayar tagihan muncul metode pembayarannya
__label__1  sperti toko toko
__label__5  minimal tlong asik update cpek kali minimal senang blnja shopee minimal update sbulan skli diupdate suka lleelet
__label__3  membeli apapun shopee kendala tulisan ups kesalahan silakan mencoba kali mencari barang mohon bantuannya shopee membantu mengatasi kerjasamanya ucapkan terima kasih
__label__1  pembohong tolong pikirkan install pakai aplikasi dijanjikan call shopee call cs takut kendala selesai
__label__3  shopee susah unk bonus koin belanja starseller mall kupon parahnya kupon voucher dikasih banyakan shopeepay kmrin mencoba beli hp bayar mahal apapun ongkir voucher berfungsi shopeepay barang dikasih koin kek ngerepotin orang berbelanja teliti sia apapun mohon shopee
__label__1  sial
__label__1  isi saldo shopee pay bank semenjak update
__label__3  gratis ongkir bayar ongkir
__label__5  diskon
__label__1  menggangusaat mengaktifkan spaylater tampilan sistem sibuk jaringan setabilsudh chat agen shopee ikuti perintah caracara hapus cache dlltetap saran agen shopee pas mengaktifkan spaylayer kesalahan sistem sibuk tolong perbaiki
__label__5  pokonya belanja shopee produknya bagus kereen
__label__1  hati hati penipusaya blaja shopy kena lapak penipupihak shopy memutuskan masalahmalah uang truskan kepelapak penipu
__label__5  happy puas belanja shopee
__label__5  puas belanja sni spaylater kurangnya blnja data terferifikasi
__label__1  aplikasi tolol langsung iklan diundang nongol
__label__3  maaf kak atur pesanan coba klik atur pesanan menampilkan halaman blank putih tahap pembentukan resi jpx dicoba cancel transaksi ulang mohon penjelasannya akun sosmed shopee id info perubahan terimakasih
__label__5  mudah barang murah
__label__5  pengiriman cepat barang bagus
__label__3  shopee langganan servernya loading beli baju transfer penjual dikirim statusnya dikemas loadingnya tolong perbaiki performanya bilangin penjualnya responnya cepat
__label__3  donlot ulang aplikasi susah coba donlot aplikasi sizenya giliran shopee susah sampek hapus aplikasi memori muat
__label__3  opsi perubahan password aplikasi pilihan lupa sandi masuk email nomor telepon lupa password hp terinstal good bye deh akun shopee suplier langganan mohon ditingkatkan akunnya terima kasih
__label__1  kali kecewa shopee bertahun pakai shopee skrang ganti metode pembayaran masukkan nomor rek kmren buruk kecewe
__label__5  puas belanja shopee sanggat membantu fitur tersedia terimakasih shopee
__label__1  kecewa bela tidur flash sale masuk chekout saldo shopee pay mencukupi saldo cepat orang barang mennit sold out coba ulang barang habis tulisan aktifkan shopeepay klik saldo tolong perbaiki kali ngalamin berkali kali
__label__1  pengirim barangnya
__label__3  spaylater spinjam limitnya pembayan lakukan limit chat agen shopee kali hasil chat minggu disuruh tunggu info kirim email skrang minggu kecewa limitnya lin pembayaran lakukan mohon infonya shopee
__label__3  shopee telepon mengatas namakan shopee menang gratis ongkir sebulan penuh ditambah uang juta masuk shopeepay ribet kode bank akun pinjaman shopeelaternya barang checkout gimana kak
__label__5  belanja dishoopee aman terpercaya
__label__5  sukaa belanja online sepuas ku perbanyak diskon gratis ongkir
__label__1  shopee kasih fitur dropsiper check out suplier input resi dobel resi khusus pesanan cod ribet dobel resi diperbaiki kasih bintang
__label__3  masuk toko
__label__1  belanja
__label__1  ruang chat aplikasi sulit jalan
__label__3  mengajukan pembatalan pemesanan toko sipenjual blokir uang shopeepay gimana keterangan tanggal januari sipenjual konfirmasi pembatalan uang dikembalikan otomatis pengembalian
__label__3  keluhan punyaku log gagal masuk pas isi nomor hp sandi log masuk sinyal bagus bagus masuk akun tolong bantu shopee
__label__3  maaf mencari barang cari toko cari internet jalan suruh refresh jaringan android penuh update apknya mohon penjelasan
__label__1  solusinya pindah hp busuk
__label__5  bagus realpick lupa beli dshope pee pe shopee
__label__3  jaringan shopee bberapa susah suka aplikasi buka aplikasinya susah pesan barang malas
__label__1  shopee paylater aktifkanpadahal pakai shopee pesanantapi kecewa
__label__3  suka shopee pesan cod barang kembalikan penjual pemberi tahuan pembeli alasan pembeli menolak barang barang terima pembeli
__label__5  sukaa skli aplikasii inii bagus orang jual online hrga superr murahh kualitass endull sihh kadang barang hilang res etikad huhh smga pelajaran pesan lihat pesan cod nyaman
__label__3  sistem draf shopee ngupload bahan jual ribet pas koneksi lelet harga stok barang saran fitur sistem draft penjual capek capek
__label__3  bug menjengkelkan pembayaran blank screen
__label__3  barang murah ongkir mahal
__label__5  
__label__5  semoga mengedepankan kualitas kuantitas pelayanan man aplikasi shopee membantu terimakasih
__label__1  shopee malesin sekaranglemot
__label__1  berat aplikasi tolong efisienkan
__label__1  aktifkan sopeepay ajah kode verifikasi kunjung terima gimana lakuin unistal download hak gimana aplikasi pengguna juta
__label__5  sesuai pesanan
__label__3  shopee pay suruh aktif shopeepay later gimana tlgg belanja pakai shopeepay disuruh pakai shopeepaylater
__label__1  lemot pengiriman sblah ongkir mhal lipat sabelah
__label__3  pas akun gold voucher gratis ongkir bya dipakai mb aplikasi mohon memperburuk
__label__1  aplikasi shopee gimn akun asli pindah hp online verifikasi wajah gagal ambil saldo parah chat cs shopee masuk shopee ktp surat vaksin vaksin ktp kecewa shopee mending toko sebelah tinggal online hp lancar
__label__1  kesini lemot paraah
__label__1  harap shopee menghapus program misteri box mengecewakan
__label__5  servisnya bagus menguntungkan dipercaya
__label__1  shopee tanam senilai giliran ambil masukan saldo shopee pay alasannya jaringan menipu pelanggan shopee hijrah sebelah payah shopee
__label__5  terbantu aplikasi shopee pokoknya jempol shopee
__label__5  barangnya bagus bagus bagus harganya sanggar terjangkau bagus baget
__label__3  bagus appnya
__label__3  pusing lihat iklan folder kbanyakan prank iklan bner gambar kasih harga beda minimal iklan exsya beli jaket harga ribu trnyata muncul iklan shopee dngan jaket harga ribu tertarik beli pas masuk kranjang harganya sgtu mlah merek jaket admin
__label__5  apknya bagus terpercaya
__label__1  aplikasi ribett smua transaksi dibatalin smua voucer berlaku payah unisel ajj aplikasi sampah
__label__3  pembayaran akulaku shopee kerja akulaku
__label__1  loding pas
__label__3  password akun lupa bos bayar cicilan susah nomor kontrak kirim email berkali respon tolong bos keluhan respon cepat
__label__1  pilihan menu shopee spinjam
__label__5  keren membantu puas barang pengiriman makasih yaa
__label__5  sayang daftar shoppepaylet gagal belanja aktif
__label__1  iklan pas menjalankan aplikasi
__label__5  aplikasi bagus butuhan rumah
__label__1  buka aplikasi alhmdulilah aneh buka aplikasi shopee bisanya leg kesell yag belanja pindah aplikasi lazada
__label__1  shoopee jelek
__label__1  update tolong penjualpenjual nakal evaluasi jualan ponsel promo shopee evaluasi
__label__5  membantu pembelanjaan bagus keren
__label__3  mohon ongkir barang murah ringan mahal botol minuman harga rp pesan botol ongkirnya rp ribu pesan botol ongkir ribu beli ongkir botol masuk akal toko sebelah harga satuan rp
__label__3  permis nanya ongkos kirim tertera pilihan metode pengiriman jne juta dll aplikasi melanjutkan penjualan up barang shopee
__label__5  shopee okehtolong diperbaiki sistemnya lambat buka shopee hp buka aplikasi cepat
__label__3  shopee mohon ditindak lanjuti nama toko gegecollaction transfer pembayaran tanggal juli dikirim produk tenggang tanggal juli memperpanjang garansi sebentar malam kirim dikirim ajukan pembatalan pesanan ditolak chat balas tolong shopee langsung batalkan ribet terimakasih mohon dipertimbangkan
__label__3  kejadian bayar diklik bayar kode tampil gagal transaksi cobalah sistem diperbaiki
__label__1  lemotlag
__label__5  aplikasinya bagus userfriendly bagus
__label__1  login susah verifikasi gagal hadeeh
__label__1  kaos gratis flash sale bot
